place_id,name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,index_jan,index_feb,index_mar,index_apr,index_may,index_jun,index_jul,index_aug,index_sep,index_oct,index_nov,index_dec
n3158933756,n3158933756 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3158934591,n3158934591 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160185157,n3160185157 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160185170,n3160185170 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160185171,n3160185171 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160185194,n3160185194 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160185425,n3160185425 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160185503,n3160185503 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160185534,n3160185534 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160185572,n3160185572 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160185582,n3160185582 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160185598,n3160185598 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160230159,n3160230159 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160231654,n3160231654 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160231775,n3160231775 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160231778,n3160231778 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3160231808,n3160231808 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3173460062,n3173460062 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n3173460085,n3173460085 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n3173460126,n3173460126 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n3173460127,n3173460127 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n3173460129,n3173460129 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n3173460680,n3173460680 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n3173469617,n3173469617 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n3173469619,n3173469619 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n3173469638,n3173469638 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n3173469643,n3173469643 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n3173469979,n3173469979 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n3173469992,n3173469992 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n3173470227,n3173470227 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n3173548322,n3173548322 (via Jowai),0.24,0.91,2.27,8.05,10.63,14.29,13.77,11.14,9.1,4.75,0.68,0.51,0.0125,0.0475,0.1186,0.4206,0.5554,0.7466,0.7194,0.582,0.4754,0.2482,0.0355,0.0266
n3173560387,n3173560387 (via Jowai),0.24,0.91,2.27,8.05,10.63,14.29,13.77,11.14,9.1,4.75,0.68,0.51,0.0125,0.0475,0.1186,0.4206,0.5554,0.7466,0.7194,0.582,0.4754,0.2482,0.0355,0.0266
n3173560410,n3173560410 (via Jowai),0.24,0.91,2.27,8.05,10.63,14.29,13.77,11.14,9.1,4.75,0.68,0.51,0.0125,0.0475,0.1186,0.4206,0.5554,0.7466,0.7194,0.582,0.4754,0.2482,0.0355,0.0266
n3173566127,n3173566127 (via Haflong),0.27,0.9,2.05,6.15,8.22,10.1,9.79,8.14,7.01,4.29,0.79,0.58,0.0141,0.047,0.1071,0.3213,0.4295,0.5277,0.5115,0.4253,0.3662,0.2241,0.0413,0.0303
n3173566851,n3173566851 (via Haflong),0.27,0.9,2.05,6.15,8.22,10.1,9.79,8.14,7.01,4.29,0.79,0.58,0.0141,0.047,0.1071,0.3213,0.4295,0.5277,0.5115,0.4253,0.3662,0.2241,0.0413,0.0303
n3173570147,n3173570147 (via Haflong),0.27,0.9,2.05,6.15,8.22,10.1,9.79,8.14,7.01,4.29,0.79,0.58,0.0141,0.047,0.1071,0.3213,0.4295,0.5277,0.5115,0.4253,0.3662,0.2241,0.0413,0.0303
n3173573097,n3173573097 (via Haflong),0.27,0.9,2.05,6.15,8.22,10.1,9.79,8.14,7.01,4.29,0.79,0.58,0.0141,0.047,0.1071,0.3213,0.4295,0.5277,0.5115,0.4253,0.3662,0.2241,0.0413,0.0303
n3173573384,n3173573384 (via Haflong),0.27,0.9,2.05,6.15,8.22,10.1,9.79,8.14,7.01,4.29,0.79,0.58,0.0141,0.047,0.1071,0.3213,0.4295,0.5277,0.5115,0.4253,0.3662,0.2241,0.0413,0.0303
n3173577191,n3173577191 (via Haflong),0.27,0.9,2.05,6.15,8.22,10.1,9.79,8.14,7.01,4.29,0.79,0.58,0.0141,0.047,0.1071,0.3213,0.4295,0.5277,0.5115,0.4253,0.3662,0.2241,0.0413,0.0303
n3173578975,n3173578975 (via Haflong),0.27,0.9,2.05,6.15,8.22,10.1,9.79,8.14,7.01,4.29,0.79,0.58,0.0141,0.047,0.1071,0.3213,0.4295,0.5277,0.5115,0.4253,0.3662,0.2241,0.0413,0.0303
n3173579052,n3173579052 (via Haflong),0.27,0.9,2.05,6.15,8.22,10.1,9.79,8.14,7.01,4.29,0.79,0.58,0.0141,0.047,0.1071,0.3213,0.4295,0.5277,0.5115,0.4253,0.3662,0.2241,0.0413,0.0303
n3173611022,n3173611022 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3173611026,n3173611026 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3173611027,n3173611027 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3173611055,n3173611055 (via Silchar),0.25,1.08,2.8,10.11,13.78,17.96,16.88,13.78,11.26,5.96,0.78,0.67,0.0131,0.0564,0.1463,0.5282,0.72,0.9383,0.8819,0.72,0.5883,0.3114,0.0408,0.035
n3173656957,n3173656957 (via Kolasib),0.26,0.8,1.96,6.73,10.84,13.55,12.07,10.32,8.38,5.38,0.89,0.59,0.0136,0.0418,0.1024,0.3516,0.5664,0.7079,0.6306,0.5392,0.4378,0.2811,0.0465,0.0308
n3173657996,n3173657996 (via Kolasib),0.26,0.8,1.96,6.73,10.84,13.55,12.07,10.32,8.38,5.38,0.89,0.59,0.0136,0.0418,0.1024,0.3516,0.5664,0.7079,0.6306,0.5392,0.4378,0.2811,0.0465,0.0308
n3173659777,n3173659777 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n3173660337,n3173660337 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n3173660823,n3173660823 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n3173670413,n3173670413 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n3173675524,n3173675524 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n3173676986,n3173676986 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n3173704182,n3173704182 (via Shillong),0.29,1.04,2.66,10.59,13.53,19.13,18.91,14.39,11.82,6.2,0.59,0.48,0.0152,0.0543,0.139,0.5533,0.7069,0.9995,0.988,0.7518,0.6176,0.3239,0.0308,0.0251
n3173704205,n3173704205 (via Shillong),0.29,1.04,2.66,10.59,13.53,19.13,18.91,14.39,11.82,6.2,0.59,0.48,0.0152,0.0543,0.139,0.5533,0.7069,0.9995,0.988,0.7518,0.6176,0.3239,0.0308,0.0251
n3173711184,n3173711184 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n3175911973,n3175911973 (via Ziro),0.46,1.19,2.13,6.62,9.31,14.45,16.43,13.14,10.98,3.94,0.66,0.28,0.024,0.0622,0.1113,0.3459,0.4864,0.755,0.8584,0.6865,0.5737,0.2059,0.0345,0.0146
n3175912216,n3175912216 (via Ziro),0.46,1.19,2.13,6.62,9.31,14.45,16.43,13.14,10.98,3.94,0.66,0.28,0.024,0.0622,0.1113,0.3459,0.4864,0.755,0.8584,0.6865,0.5737,0.2059,0.0345,0.0146
n3175912311,n3175912311 (via Ziro),0.46,1.19,2.13,6.62,9.31,14.45,16.43,13.14,10.98,3.94,0.66,0.28,0.024,0.0622,0.1113,0.3459,0.4864,0.755,0.8584,0.6865,0.5737,0.2059,0.0345,0.0146
n3175920440,n3175920440 (via Ziro),0.46,1.19,2.13,6.62,9.31,14.45,16.43,13.14,10.98,3.94,0.66,0.28,0.024,0.0622,0.1113,0.3459,0.4864,0.755,0.8584,0.6865,0.5737,0.2059,0.0345,0.0146
n3175964719,n3175964719 (via Ziro),0.46,1.19,2.13,6.62,9.31,14.45,16.43,13.14,10.98,3.94,0.66,0.28,0.024,0.0622,0.1113,0.3459,0.4864,0.755,0.8584,0.6865,0.5737,0.2059,0.0345,0.0146
n3175965095,n3175965095 (via Ziro),0.46,1.19,2.13,6.62,9.31,14.45,16.43,13.14,10.98,3.94,0.66,0.28,0.024,0.0622,0.1113,0.3459,0.4864,0.755,0.8584,0.6865,0.5737,0.2059,0.0345,0.0146
n3176031335,n3176031335 (via Ziro),0.46,1.19,2.13,6.62,9.31,14.45,16.43,13.14,10.98,3.94,0.66,0.28,0.024,0.0622,0.1113,0.3459,0.4864,0.755,0.8584,0.6865,0.5737,0.2059,0.0345,0.0146
n3176043386,n3176043386 (via North Lakhimpur),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3176043389,n3176043389 (via North Lakhimpur),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3176043408,n3176043408 (via North Lakhimpur),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3176043744,n3176043744 (via North Lakhimpur),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3176043813,n3176043813 (via North Lakhimpur),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3176043848,n3176043848 (via North Lakhimpur),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3176054713,n3176054713 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3176054721,n3176054721 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3176055376,n3176055376 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3176058961,n3176058961 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3176058965,n3176058965 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3176060815,n3176060815 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3176061192,n3176061192 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3176072973,n3176072973 (via Ziro),0.46,1.19,2.13,6.62,9.31,14.45,16.43,13.14,10.98,3.94,0.66,0.28,0.024,0.0622,0.1113,0.3459,0.4864,0.755,0.8584,0.6865,0.5737,0.2059,0.0345,0.0146
n3176072975,n3176072975 (via Ziro),0.46,1.19,2.13,6.62,9.31,14.45,16.43,13.14,10.98,3.94,0.66,0.28,0.024,0.0622,0.1113,0.3459,0.4864,0.755,0.8584,0.6865,0.5737,0.2059,0.0345,0.0146
n3176093865,n3176093865 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3176093870,n3176093870 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3178199100,n3178199100 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3178199116,n3178199116 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3178199121,n3178199121 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3178203894,n3178203894 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3178209375,n3178209375 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3178209387,n3178209387 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3178211937,n3178211937 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3178213064,n3178213064 (via Pasighat),0.59,1.6,3.11,7.92,10.17,14.41,18.33,13.64,12.32,3.95,0.7,0.26,0.0308,0.0836,0.1625,0.4138,0.5313,0.7529,0.9577,0.7126,0.6437,0.2064,0.0366,0.0136
n3179532665,n3179532665 (via Gangtok),0.16,0.42,0.96,1.89,3.57,5.4,9.15,7.27,5.11,1.55,0.1,0.09,0.0084,0.0219,0.0502,0.0987,0.1865,0.2821,0.4781,0.3798,0.267,0.081,0.0052,0.0047
n3179552235,n3179552235 (via Gangtok),0.16,0.42,0.96,1.89,3.57,5.4,9.15,7.27,5.11,1.55,0.1,0.09,0.0084,0.0219,0.0502,0.0987,0.1865,0.2821,0.4781,0.3798,0.267,0.081,0.0052,0.0047
n3179554129,n3179554129 (via Gangtok),0.16,0.42,0.96,1.89,3.57,5.4,9.15,7.27,5.11,1.55,0.1,0.09,0.0084,0.0219,0.0502,0.0987,0.1865,0.2821,0.4781,0.3798,0.267,0.081,0.0052,0.0047
n3179554302,n3179554302 (via Gangtok),0.16,0.42,0.96,1.89,3.57,5.4,9.15,7.27,5.11,1.55,0.1,0.09,0.0084,0.0219,0.0502,0.0987,0.1865,0.2821,0.4781,0.3798,0.267,0.081,0.0052,0.0047
n3179658554,n3179658554 (via Mokokchung),0.41,0.98,1.91,5.04,7.34,9.94,10.73,9.34,7.59,3.21,0.64,0.29,0.0214,0.0512,0.0998,0.2633,0.3835,0.5193,0.5606,0.488,0.3966,0.1677,0.0334,0.0152
n3179664236,n3179664236 (via Mokokchung),0.41,0.98,1.91,5.04,7.34,9.94,10.73,9.34,7.59,3.21,0.64,0.29,0.0214,0.0512,0.0998,0.2633,0.3835,0.5193,0.5606,0.488,0.3966,0.1677,0.0334,0.0152
n3179664249,n3179664249 (via Mokokchung),0.41,0.98,1.91,5.04,7.34,9.94,10.73,9.34,7.59,3.21,0.64,0.29,0.0214,0.0512,0.0998,0.2633,0.3835,0.5193,0.5606,0.488,0.3966,0.1677,0.0334,0.0152
n3179665350,n3179665350 (via Mokokchung),0.41,0.98,1.91,5.04,7.34,9.94,10.73,9.34,7.59,3.21,0.64,0.29,0.0214,0.0512,0.0998,0.2633,0.3835,0.5193,0.5606,0.488,0.3966,0.1677,0.0334,0.0152
n3179711617,n3179711617 (via Sivasagar),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3179713363,n3179713363 (via Sivasagar),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3179713537,n3179713537 (via Sivasagar),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3179713554,n3179713554 (via Sivasagar),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3179713676,n3179713676 (via Sivasagar),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3179713699,n3179713699 (via Sivasagar),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3179713799,n3179713799 (via Sivasagar),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3179713882,n3179713882 (via Sivasagar),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n3179739570,n3179739570 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n3179739577,n3179739577 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n3179739643,n3179739643 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n3179739747,n3179739747 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
n3179739771,n3179739771 (via Namsai),0.58,1.52,2.83,6.99,9.06,12.01,14.54,11.32,9.81,3.44,0.64,0.25,0.0303,0.0794,0.1479,0.3652,0.4734,0.6275,0.7597,0.5914,0.5125,0.1797,0.0334,0.0131
