node_id,elevation_m
n2885039405,52.0
n2885039421,80.0
n2885039423,79.0
n2885039428,74.0
n2885039435,86.0
n2885091559,56.0
n2885091571,54.0
n2885091573,57.0
n2885091584,58.0
n2885092740,58.0
n2885143559,126.0
n2885143579,125.0
n2885143589,120.0
n2885143592,120.0
n2885143613,135.0
n2885248532,85.0
n2885250903,133.0
n2885250932,138.0
n2885250941,150.0
n2885275180,86.0
n2885275540,85.0
n2885275591,96.0
n2885276625,84.0
n2914323246,798.0
n2915025937,633.0
n2915028163,1278.0
n2915029860,333.0
n2915029892,620.0
n2915032051,750.0
n2915032835,704.0
n2915034480,181.0
n2915034529,144.0
n2915034535,159.0
n2915034553,145.0
n2915034573,126.0
n2915034590,119.0
n2915034593,117.0
n2915034597,120.0
n2915034650,115.0
n2915034652,111.0
n2917220465,757.0
n2917696568,24.0
n2917696597,23.0
n2917696679,36.0
n2917696724,25.0
n2917696761,43.0
n2917696839,44.0
n2917752016,25.0
n2917752108,32.0
n2919179868,4020.0
n2919179983,4082.0
n2920796066,65.0
n2920796069,64.0
n2921876500,105.0
n2921918806,178.0
n2921918807,181.0
n2922060442,40.0
n2926094146,253.0
n2926094151,255.0
n2926094680,254.0
n2926095072,267.0
n2926095946,86.0
n2926095960,83.0
n2926095991,75.0
n2926095996,72.0
n2926096138,68.0
n2926096142,66.0
n2926096512,66.0
n2926096522,68.0
n2926096566,64.0
n2926096572,66.0
n2926096589,59.0
n2926096848,57.0
n2926096857,67.0
n2926096874,58.0
n2926097170,60.0
n2926097418,58.0
n2926097455,67.0
n2926097475,59.0
n2926097703,62.0
n2926097712,64.0
n2926097739,63.0
n2926154982,60.0
n2926155032,56.0
n2926155083,64.0
n2926155084,66.0
n2926155115,274.0
n2926323039,23.0
n2926323046,27.0
n2926323056,27.0
n2926323130,28.0
n2926323156,30.0
n2926323167,30.0
n2926323240,50.0
n2926580671,49.0
n2926581803,47.0
n2926581816,48.0
n2926581846,45.0
n2927938484,168.0
n2927938957,152.0
n2967218985,142.0
n2967218990,152.0
n2967218994,151.0
n2967219001,142.0
n2967219004,147.0
n2967219009,142.0
n2967219022,138.0
n2967219023,128.0
n2967220343,155.0
n2967220361,138.0
n2976469237,1580.0
n2983540749,124.0
n3007133833,2262.0
n3007271430,1952.0
n3008327477,4378.0
n3008480899,4322.0
n3008480921,4498.0
n3018172995,207.0
n3018173026,201.0
n3092025659,1093.0
n3106396317,132.0
n3110856484,316.0
n3110856488,333.0
n3115199378,88.0
n3152815986,105.0
n3158879343,20.0
n3158879810,36.0
n3158885672,14.0
n3158885706,22.0
n3158888250,17.0
n3158888700,19.0
n3158896421,17.0
n3158896424,21.0
n3158918845,24.0
n3158918983,27.0
n3158919120,29.0
n3158919370,28.0
n3158919697,36.0
n3158919698,31.0
n3158923508,22.0
n3158923546,19.0
n3158923588,27.0
n3158923616,18.0
n3158933748,22.0
n3158933756,20.0
n3158934591,20.0
n3160185157,17.0
n3160185170,19.0
n3160185171,20.0
n3160185194,16.0
n3160185425,25.0
n3160185503,16.0
n3160185534,26.0
n3160185572,23.0
n3160185582,25.0
n3160185598,24.0
n3160230159,25.0
n3160231654,24.0
n3160231775,27.0
n3160231778,24.0
n3160231808,19.0
n3173460062,28.0
n3173460085,38.0
n3173460126,26.0
n3173460127,36.0
n3173460129,32.0
n3173460680,33.0
n3173469617,39.0
n3173469619,35.0
n3173469638,33.0
n3173469643,35.0
n3173469979,32.0
n3173469992,37.0
n3173470227,35.0
n3173548322,1150.0
n3173560387,728.0
n3173560410,734.0
n3173566127,933.0
n3173566851,772.0
n3173570147,663.0
n3173573097,547.0
n3173573384,748.0
n3173577191,204.0
n3173578975,569.0
n3173579052,428.0
n3173611022,21.0
n3173611026,21.0
n3173611027,22.0
n3173611055,25.0
n3173656957,662.0
n3173657996,412.0
n3173659777,85.0
n3173660337,65.0
n3173660823,77.0
n3173670413,56.0
n3173675524,56.0
n3173676986,40.0
n3173704182,583.0
n3173704205,1146.0
n3173711184,29.0
n3175911973,751.0
n3175912216,897.0
n3175912311,720.0
n3175920440,866.0
n3175964719,1007.0
n3175965095,1278.0
n3176031335,1308.0
n3176043386,147.0
n3176043389,201.0
n3176043408,200.0
n3176043744,163.0
n3176043813,153.0
n3176043848,166.0
n3176054713,289.0
n3176054721,554.0
n3176055376,292.0
n3176058961,1441.0
n3176058965,901.0
n3176060815,1416.0
n3176061192,1372.0
n3176072973,1931.0
n3176072975,1927.0
n3176093865,258.0
n3176093870,202.0
n3178199100,319.0
n3178199116,243.0
n3178199121,285.0
n3178203894,368.0
n3178209375,817.0
n3178209387,706.0
n3178211937,627.0
n3178213064,739.0
n3179532665,1837.0
n3179552235,809.0
n3179554129,1047.0
n3179554302,460.0
n3179658554,1522.0
n3179664236,966.0
n3179664249,857.0
n3179665350,877.0
n3179711617,105.0
n3179713363,103.0
n3179713537,106.0
n3179713554,106.0
n3179713676,101.0
n3179713699,105.0
n3179713799,106.0
n3179713882,113.0
n3179739570,198.0
n3179739577,157.0
n3179739643,165.0
n3179739747,176.0
n3179739771,159.0
n3179739996,175.0
n3179740541,159.0
n3179749350,140.0
n3253382636,1741.0
n3253384681,1704.0
n3253385021,1509.0
n3309034374,45.0
n3309034381,45.0
n3309034382,40.0
n3309034387,49.0
n3310320249,52.0
n3310320250,54.0
n3310320255,53.0
n3310320256,58.0
n3310320572,55.0
n3310320577,53.0
n3310320579,53.0
n3333759536,36.0
n3333765826,32.0
n3337362407,97.0
n3345442024,88.0
n3345442035,84.0
n3345442064,92.0
n3345443325,85.0
n3345443329,90.0
n3345443403,94.0
n3345443404,94.0
n3345462467,155.0
n3345462633,168.0
n3345462679,191.0
n3345462703,198.0
n3363539257,57.0
n3367513140,87.0
n3388591641,93.0
n3393379510,653.0
n342098065,87.0
n342099041,273.0
n342099208,86.0
n342099620,82.0
n3431633207,781.0
n3440676547,812.0
n3453820411,1496.0
n3454068821,1729.0
n3454445028,2059.0
n3454846720,2170.0
n3454892796,1175.0
n3455075763,28.0
n3455076019,30.0
n3455076051,30.0
n3455076087,28.0
n3455076125,35.0
n3455076155,31.0
n3455076190,25.0
n3455076194,25.0
n3455076198,30.0
n3455076235,29.0
n3455080984,21.0
n3455080990,21.0
n3455080992,21.0
n3455081299,23.0
n3455081300,30.0
n3455081305,26.0
n3455081309,18.0
n3455081316,29.0
n3455081322,27.0
n3455081335,20.0
n3455680160,971.0
n3455768917,898.0
n3462002941,777.0
n3472153456,534.0
n3474137066,1661.0
n3474138423,1662.0
n3493019887,188.0
n3494085633,44.0
n3494085693,40.0
n3494085723,36.0
n3494085724,38.0
n3494085730,37.0
n3494085762,37.0
n3495531897,1785.0
n3515195529,39.0
n3515195562,46.0
n3515195704,44.0
n3515195818,36.0
n3515195826,40.0
n3515196115,45.0
n3515196190,45.0
n3515196338,42.0
n3515196343,48.0
n3517621029,43.0
n3517621191,48.0
n3517621214,51.0
n3517621278,50.0
n3517621287,47.0
n3517621294,46.0
n3517621333,47.0
n3517621386,47.0
n3517621577,50.0
n3517621603,49.0
n3519943822,51.0
n3525742732,45.0
n3525742733,44.0
n3525742736,46.0
n3525742737,46.0
n3525742762,46.0
n3546141072,72.0
n3546141076,66.0
n3553869741,2902.0
n3555213498,128.0
n3555213499,121.0
n3588844443,21.0
n3588844499,64.0
n3588844508,23.0
n3636144173,95.0
n3637671395,88.0
n3637671405,93.0
n3637671444,85.0
n3637671508,83.0
n3637672670,92.0
n3637677158,88.0
n3637677185,87.0
n3657296463,54.0
n3675635748,341.0
n3675635796,306.0
n3675636086,247.0
n3675636095,255.0
n3675636176,177.0
n3675636253,149.0
n3676944166,47.0
n3676944167,51.0
n3677007094,59.0
n3677048121,47.0
n3677048123,37.0
n3677048124,51.0
n3677048141,47.0
n3677062183,53.0
n3677477479,99.0
n3677477490,101.0
n3677477494,104.0
n3677477496,100.0
n3677477501,101.0
n3677477507,101.0
n3677482326,112.0
n3677614505,74.0
n3677614508,76.0
n3677614802,43.0
n3677614810,43.0
n3677615137,58.0
n3677615184,103.0
n3677615205,119.0
n3677615207,119.0
n3677615235,66.0
n3677615433,164.0
n3677615436,165.0
n3677615447,191.0
n3677615462,266.0
n3677642609,29.0
n3677642619,28.0
n3677644428,32.0
n3677644432,31.0
n3677644434,31.0
n3677644436,31.0
n3677644445,32.0
n3677644449,30.0
n3677644461,35.0
n3677644464,33.0
n3677644476,53.0
n3677645060,98.0
n3677676521,95.0
n3677676522,95.0
n3677676530,95.0
n3677676535,98.0
n3677706509,102.0
n3677706512,104.0
n3677706515,104.0
n3677706516,103.0
n3677790476,67.0
n3677914259,111.0
n3679412263,102.0
n3679490876,105.0
n3679490982,98.0
n3679568221,87.0
n3679568326,88.0
n3679568978,88.0
n3684327549,75.0
n3684327566,65.0
n3686971920,90.0
n3686971924,97.0
n3687018036,96.0
n3688609417,837.0
n3693755114,891.0
n3695032423,186.0
n3699240271,809.0
n3700175916,1434.0
n3700314457,1149.0
n3701019500,1266.0
n3701021426,1314.0
n3701021477,748.0
n3701021502,1315.0
n3701021524,1285.0
n3701076353,619.0
n3701126625,899.0
n3701126642,879.0
n3701126643,1200.0
n3701132188,705.0
n3701145767,413.0
n3701145768,608.0
n3701145971,437.0
n3701145985,410.0
n3701153414,327.0
n3701159961,76.0
n3701159963,78.0
n3701162608,72.0
n3701162609,67.0
n3701162614,73.0
n3701162616,71.0
n3701170423,123.0
n3701171827,126.0
n3701171832,127.0
n3701171833,128.0
n3701172837,68.0
n3701229735,16.0
n3701229737,16.0
n3701229800,25.0
n3701229809,41.0
n3701230233,24.0
n3701235047,23.0
n3701235049,18.0
n3701304166,26.0
n3701305578,79.0
n3701305615,127.0
n3701321458,39.0
n3701352862,60.0
n3701352908,57.0
n3701352920,37.0
n3701353029,36.0
n3701353034,27.0
n3701353061,38.0
n3702855503,54.0
n3702855569,50.0
n3702996749,37.0
n3702996885,67.0
n3702996943,38.0
n3702996947,30.0
n3702997049,38.0
n3703039491,23.0
n3703039513,25.0
n3703063357,23.0
n3703063400,24.0
n3703063401,25.0
n3703063418,25.0
n3703063529,27.0
n3703063533,28.0
n3703192312,236.0
n3703192980,431.0
n3703292691,645.0
n3703293159,408.0
n3703293180,422.0
n3703293183,422.0
n3703293188,391.0
n3703358668,734.0
n3703358669,696.0
n3703361135,694.0
n3703361224,1174.0
n3704359760,81.0
n3704616143,52.0
n3704887534,23.0
n3704887536,20.0
n3706635197,31.0
n3706635205,32.0
n3706635225,31.0
n3711004504,116.0
n3711004655,115.0
n3711655341,33.0
n3712003971,33.0
n3713766853,33.0
n3713766921,33.0
n3716565325,34.0
n3718239467,47.0
n3722630808,73.0
n3722646768,69.0
n3722646798,68.0
n3722646803,68.0
n3722652425,66.0
n3722652429,75.0
n3723078707,75.0
n3723078928,82.0
n3723078942,75.0
n3736220267,58.0
n3736878493,69.0
n3788081439,81.0
n3788081441,85.0
n3788081445,82.0
n3788081449,83.0
n3788095763,80.0
n3788095772,85.0
n3788095776,81.0
n3788095777,85.0
n3798891857,520.0
n3798891861,517.0
n3807599417,161.0
n3807599421,161.0
n3826804069,65.0
n3826804071,70.0
n3826827947,21.0
n3826828460,20.0
n3826828462,22.0
n3826828468,20.0
n3826828488,22.0
n3826828504,21.0
n3826828531,22.0
n3861818209,98.0
n3861899124,108.0
n3861899135,100.0
n3870656699,701.0
n3875985762,150.0
n3875988367,121.0
n3877536812,638.0
n3877537566,673.0
n3877538214,832.0
n3877588506,447.0
n3877588624,408.0
n3877588772,460.0
n3877590195,2602.0
n3877591968,1425.0
n3877609074,498.0
n3877609233,528.0
n3877609308,478.0
n3877609624,608.0
n3877609965,788.0
n3877610373,913.0
n3877610516,722.0
n3877610605,647.0
n3877610763,760.0
n3877610886,934.0
n3877647577,714.0
n3877648331,943.0
n3877963276,64.0
n3878170990,264.0
n3878443665,97.0
n3878443853,89.0
n3878444038,77.0
n3878444043,80.0
n3878444137,78.0
n3878444139,66.0
n3878444150,80.0
n3878444155,78.0
n3878444316,86.0
n3878444391,84.0
n3878444772,64.0
n3878444790,74.0
n3878445391,431.0
n3878447741,71.0
n3878447846,57.0
n3878466615,609.0
n3878932684,1858.0
n3879678148,42.0
n3879682741,35.0
n3880125518,840.0
n3880127344,540.0
n3880129271,141.0
n3880129702,143.0
n3880129884,157.0
n3880247713,203.0
n3880250628,159.0
n3880250947,160.0
n3880251298,166.0
n3880251374,141.0
n3880270496,912.0
n3880272354,320.0
n3881589158,422.0
n3881603029,543.0
n3881686362,969.0
n3881690528,520.0
n3881744723,918.0
n3881747404,1060.0
n3883900985,905.0
n3883902009,900.0
n3884004622,726.0
n3884004623,732.0
n3884005483,1606.0
n3884006513,1669.0
n3884008374,1636.0
n3884024942,1129.0
n3884081977,729.0
n3884084074,571.0
n3884084371,569.0
n3884084610,289.0
n3884084847,55.0
n3884085304,496.0
n3884085723,55.0
n3884086300,97.0
n3884089487,126.0
n3884089615,129.0
n3884089927,44.0
n3884089934,65.0
n3884089936,47.0
n3884827348,165.0
n3884827637,943.0
n3884828470,720.0
n3884935103,977.0
n3884935658,1028.0
n3884935794,314.0
n3884936402,821.0
n3884938576,217.0
n3885072234,429.0
n3885125046,941.0
n3885126031,570.0
n3885878971,33.0
n3885878979,50.0
n3885879576,38.0
n3885880372,33.0
n3885892152,104.0
n3885902039,91.0
n3885902216,63.0
n3885902242,53.0
n3885902306,101.0
n3887833902,782.0
n3887833989,708.0
n3887834495,846.0
n3887834640,802.0
n3887963792,785.0
n3887963795,787.0
n3887963806,783.0
n3887963816,781.0
n3888002993,787.0
n3888003149,791.0
n3888003313,777.0
n3888044073,1074.0
n3888044377,1198.0
n3888045264,1358.0
n3888045423,807.0
n3888045432,784.0
n3888045510,790.0
n3888045518,789.0
n3888079319,1825.0
n3888169574,660.0
n3888169828,860.0
n3888172006,1262.0
n3888172577,1405.0
n3888173600,1267.0
n3888209284,1679.0
n3888209854,1586.0
n3888828354,782.0
n3888958164,1197.0
n3888958471,1033.0
n3888958731,780.0
n3888960268,994.0
n3888961097,701.0
n3888962699,1497.0
n3888962898,771.0
n3888964118,894.0
n3889130602,1619.0
n3889131157,1903.0
n3889160571,782.0
n3889160713,800.0
n3889161081,787.0
n3889161088,788.0
n3889161090,788.0
n3889161132,797.0
n3889161384,802.0
n3889161391,806.0
n3889161473,804.0
n3889161494,847.0
n3889161638,841.0
n3889161871,815.0
n3889533418,1163.0
n3889535111,976.0
n3890089303,944.0
n3890092385,1280.0
n3890095028,832.0
n3890095818,441.0
n3890096259,413.0
n3890096756,402.0
n3890097930,466.0
n3890098193,626.0
n3890098212,658.0
n3890099147,532.0
n3890099786,601.0
n3890099825,570.0
n3890100202,523.0
n3890100597,594.0
n3890100618,589.0
n3890100629,616.0
n3890100664,617.0
n3890100830,535.0
n3890101070,567.0
n3890287808,1497.0
n3897032455,53.0
n3897032779,50.0
n3897032847,52.0
n3897032967,51.0
n3897033157,50.0
n3897033170,49.0
n3897033187,50.0
n3897033189,54.0
n3897033221,54.0
n3897033282,51.0
n3897086883,56.0
n3897086929,61.0
n3897087373,63.0
n3897088115,62.0
n3897088437,57.0
n3897088443,56.0
n3897088508,60.0
n3897088518,57.0
n3897088540,58.0
n3897088823,66.0
n3897088975,60.0
n3897088989,58.0
n3897088993,60.0
n3897089028,63.0
n3897089085,66.0
n3897089134,56.0
n3897089377,59.0
n3897171387,74.0
n3897171518,599.0
n3897172856,87.0
n3897172960,85.0
n3897173006,83.0
n3897173021,83.0
n3897173065,59.0
n3897173068,57.0
n3897173116,58.0
n3897173138,64.0
n3897173146,63.0
n3897173196,66.0
n3897173214,60.0
n3897173305,63.0
n3897173307,60.0
n3897173401,66.0
n3898034432,203.0
n3898034839,38.0
n3898034847,42.0
n3898034979,36.0
n3898035535,36.0
n3898621567,79.0
n3901026699,1661.0
n3903454125,1407.0
n3903456062,1261.0
n3908989762,159.0
n3911460009,807.0
n3922127631,1446.0
n3922141158,1601.0
n3925264073,20.0
n3925264089,25.0
n3927939822,778.0
n3933174579,22.0
n3933174777,33.0
n3940781083,1280.0
n3940781754,1680.0
n3940789882,722.0
n3940789967,656.0
n3940790135,983.0
n3940790147,1077.0
n3940790271,1165.0
n3940790649,1215.0
n3940834740,722.0
n3940835308,1031.0
n3941366657,517.0
n3941367812,1014.0
n3949331972,35.0
n3951303910,102.0
n3959120551,377.0
n3959122329,475.0
n3964170399,69.0
n3964170716,75.0
n3964170801,69.0
n3964170846,71.0
n3995419700,1303.0
n4021624304,48.0
n4021624306,26.0
n4021624496,143.0
n4021624517,63.0
n4021624528,64.0
n4021625047,6.0
n4021625103,258.0
n4021625808,437.0
n4021625851,173.0
n4021626088,56.0
n4021626563,63.0
n4021626901,21.0
n4021627084,292.0
n4021627118,535.0
n4021630503,517.0
n4021630610,896.0
n4021630812,1000.0
n4021631125,662.0
n4021631554,1126.0
n4021631929,1039.0
n4021632042,1329.0
n4021632273,1646.0
n4021632434,1173.0
n4021632516,1351.0
n4021632616,1471.0
n4021633201,1616.0
n4021633568,1607.0
n4021633659,1570.0
n4021633841,1615.0
n4021635316,1568.0
n4021636355,1407.0
n4021637310,1577.0
n4021640756,1645.0
n4021641627,1647.0
n4021643614,1520.0
n4021645623,1540.0
n4021648522,1447.0
n4021649106,1584.0
n4021649124,1473.0
n4021649580,1324.0
n4021649761,1564.0
n4021776328,25.0
n4021776642,112.0
n4021776871,29.0
n4021777285,21.0
n4021777653,31.0
n4021777677,37.0
n4021777781,18.0
n4021905872,1425.0
n4022574582,14.0
n4022574628,27.0
n4022574646,11.0
n4022574700,11.0
n4022574735,11.0
n4022574741,14.0
n4022575029,70.0
n4022575060,13.0
n4022575129,52.0
n4022575723,39.0
n4022576014,150.0
n4022576253,471.0
n4022577529,877.0
n4022578000,1008.0
n4023345939,38.0
n4023346600,29.0
n4023346636,30.0
n4023346661,34.0
n4023346838,42.0
n4023347523,40.0
n4023347694,27.0
n4023348348,30.0
n4023348376,38.0
n4023348909,212.0
n4023349249,53.0
n4023349720,71.0
n4023350166,47.0
n4023350683,51.0
n4023351333,30.0
n4023351497,29.0
n4023351742,90.0
n4023352384,72.0
n4023353120,90.0
n4023353457,216.0
n4023353614,229.0
n4023353845,110.0
n4023354732,52.0
n4023355025,58.0
n4023355493,42.0
n4023356221,37.0
n4023356373,47.0
n4023356410,32.0
n4023356429,57.0
n4023356459,44.0
n4023356622,43.0
n4023356679,46.0
n4023357963,48.0
n4023358809,122.0
n4023359147,25.0
n4023360216,30.0
n4023360239,25.0
n4023360753,24.0
n4023360797,38.0
n4023361163,32.0
n4023361344,36.0
n4023361348,35.0
n4023361358,31.0
n4023362544,38.0
n4023362666,31.0
n4023362722,30.0
n4023362744,30.0
n4023362771,31.0
n4023363285,26.0
n4034954757,1492.0
n4052836188,112.0
n4052836693,113.0
n4052836712,106.0
n4052836742,113.0
n4052837207,115.0
n4052837258,117.0
n4052837262,119.0
n4052837592,119.0
n4052837599,110.0
n4052837614,107.0
n4052837615,111.0
n4052837622,112.0
n4052837630,112.0
n4052837633,110.0
n4052837690,106.0
n4052837712,106.0
n4052837753,122.0
n4052837754,106.0
n4052837774,122.0
n4052837990,113.0
n4052837992,119.0
n4052849141,136.0
n4066636204,41.0
n4066636229,37.0
n4066636571,33.0
n4066636907,36.0
n4080112326,40.0
n4080112329,40.0
n4080112891,46.0
n4083015562,86.0
n4083035587,100.0
n4083053074,95.0
n4095375229,28.0
n4103314522,13.0
n4116852802,17.0
n4116852820,30.0
n4116853120,19.0
n4116853379,13.0
n4116853408,10.0
n4116853409,11.0
n4116853426,20.0
n4117423783,25.0
n4117423790,25.0
n4117423821,76.0
n4117423861,47.0
n4117423872,51.0
n4117423929,37.0
n4117423943,40.0
n4117424091,36.0
n4117424109,32.0
n4117424138,30.0
n4117424177,20.0
n4117424290,20.0
n4117424295,16.0
n4117424312,19.0
n4117424318,17.0
n4117424319,13.0
n4117424325,16.0
n4117424328,25.0
n4117424377,25.0
n4117424495,19.0
n4117424510,23.0
n4117424516,22.0
n4123548024,382.0
n4123548812,372.0
n4123549547,252.0
n4123550077,54.0
n4123550331,63.0
n4153120129,107.0
n4153138223,114.0
n4153138265,117.0
n4193528565,165.0
n4193528572,165.0
n4193528577,163.0
n4194569439,159.0
n4194569457,160.0
n4194569459,160.0
n4199371099,110.0
n4204887347,189.0
n4233982229,95.0
n4233982473,94.0
n4233982492,101.0
n4233982501,101.0
n4233982748,98.0
n4233982821,92.0
n4233982884,91.0
n4233982951,79.0
n4234505444,92.0
n4234505624,113.0
n4234505655,200.0
n4234506067,84.0
n4234506117,94.0
n4234506128,90.0
n4234506347,89.0
n4234506351,88.0
n4234506367,86.0
n4242479076,77.0
n4242479081,82.0
n4242479794,81.0
n4253756329,1399.0
n4253756356,1387.0
n4254061707,1401.0
n4260245049,343.0
n4273309772,16.0
n4273309782,16.0
n4273313597,17.0
n4273499654,111.0
n4273512624,117.0
n4273512900,104.0
n4279635428,108.0
n4279635430,114.0
n4279635437,115.0
n4279635445,116.0
n4279635450,111.0
n4279635456,113.0
n4279635464,117.0
n4281607793,45.0
n4281611810,42.0
n4281631125,36.0
n4281631128,35.0
n4281631143,38.0
n4281631406,39.0
n4281664855,49.0
n4281664856,54.0
n4281664938,53.0
n4281670501,52.0
n4281670906,52.0
n4281670922,52.0
n4283633753,50.0
n4283633755,51.0
n4301600004,14.0
n4301600028,15.0
n4323611983,72.0
n4323612707,79.0
n4323612734,77.0
n4323612737,69.0
n4323612752,71.0
n4323612755,69.0
n4323612757,69.0
n4323995054,114.0
n4323995069,113.0
n4323995076,123.0
n4323995223,115.0
n4323995230,121.0
n4324014409,124.0
n4324014457,113.0
n4324014459,115.0
n4324640180,1160.0
n4324640181,1213.0
n4324640609,132.0
n4324640625,128.0
n4324640639,126.0
n4324640661,115.0
n4324640773,112.0
n4324640774,121.0
n4324640817,109.0
n4324640830,112.0
n4324640859,115.0
n4324640874,115.0
n4324640922,140.0
n4324640934,137.0
n4324640954,128.0
n4332457059,1242.0
n4332976460,169.0
n4332977319,154.0
n4424514108,32.0
n4424514135,29.0
n4424514170,32.0
n4424514182,26.0
n4424514188,31.0
n4436216520,99.0
n4486909234,94.0
n4486909279,102.0
n4486909433,106.0
n4487554713,1495.0
n4539570144,1162.0
n4552000699,1190.0
n4552051627,107.0
n4559683107,1243.0
n4570883770,48.0
n4571035213,852.0
n4571263580,48.0
n4571273951,41.0
n4571273955,46.0
n4571273962,41.0
n4571273968,53.0
n4571273975,46.0
n4571361791,1814.0
n4571757469,63.0
n4571759015,35.0
n4571759019,39.0
n4571759020,40.0
n4571759029,34.0
n4571779629,28.0
n4571798411,27.0
n4571798416,19.0
n4571804123,28.0
n4571882367,84.0
n4571889985,22.0
n4571959085,75.0
n4571959290,82.0
n4571959301,76.0
n4571959303,74.0
n4571959305,73.0
n4571959313,71.0
n4580210248,36.0
n458985962,52.0
n458986014,51.0
n4605252024,11.0
n4605252033,12.0
n4605252076,15.0
n4605252080,16.0
n4607935100,2002.0
n4607935150,2066.0
n4611032148,51.0
n4611171500,55.0
n4613304872,33.0
n4621720043,19.0
n4622774243,606.0
n4622774589,629.0
n4631725203,32.0
n4633844641,72.0
n4636429203,20.0
n4636429244,13.0
n4636429246,16.0
n4636429253,16.0
n4636429282,20.0
n4636876445,35.0
n4640111847,168.0
n4643535018,20.0
n4643564541,20.0
n4643586739,32.0
n4643586757,21.0
n4643591869,13.0
n4643592131,20.0
n4643790795,1826.0
n4646200593,1519.0
n4658551922,1129.0
n4668931738,109.0
n4668931739,109.0
n4685794748,114.0
n4685794970,115.0
n4685794991,106.0
n4685795045,121.0
n4685795047,114.0
n4685795139,114.0
n4722094948,57.0
n4723587838,57.0
n4724765016,109.0
n4724765017,111.0
n4724765290,131.0
n4724765291,122.0
n4726705267,99.0
n4726719180,101.0
n4726719491,101.0
n4726877279,99.0
n4726877288,99.0
n4726881983,101.0
n4726881985,108.0
n4726881987,108.0
n4726881993,96.0
n4726882191,109.0
n4726882223,101.0
n4729611297,106.0
n4738896123,119.0
n4738896160,116.0
n4738896809,124.0
n4740596435,170.0
n4740596570,147.0
n4750203025,106.0
n4750203032,109.0
n4750552829,83.0
n4750552837,88.0
n4750552842,86.0
n4750586280,94.0
n4750622991,81.0
n4750623179,91.0
n4750644205,105.0
n4750646404,103.0
n4756565874,45.0
n4758150132,162.0
n4758150231,161.0
n4758150273,157.0
n4867410009,68.0
n4871845630,551.0
n4871845636,560.0
n4875901084,611.0
n4875901100,594.0
n4875922980,1123.0
n4885325314,147.0
n4885601044,24.0
n4890808105,56.0
n4898173042,31.0
n4900537515,32.0
n4900538724,29.0
n4900538760,34.0
n4900586532,29.0
n4904762626,42.0
n4904824358,39.0
n4904824362,37.0
n4904963307,59.0
n4904965640,36.0
n4904965665,49.0
n4904965898,42.0
n4904966532,39.0
n4904966553,39.0
n4907087562,64.0
n4907087575,64.0
n4907087626,66.0
n4907087666,59.0
n4907087676,60.0
n4907087679,63.0
n4910878498,119.0
n4911457378,53.0
n4911675737,101.0
n4911775027,91.0
n4911775098,97.0
n4911775100,97.0
n4914327178,46.0
n4914355323,50.0
n4914355421,51.0
n4927496119,113.0
n4928101390,25.0
n4928101490,27.0
n4928851407,490.0
n4929476154,50.0
n4929523961,44.0
n4936135088,69.0
n4936135213,69.0
n4937415625,59.0
n4937415636,59.0
n4941240185,67.0
n4946752370,221.0
n4946753143,218.0
n4946753428,59.0
n4946762696,52.0
n4946860488,66.0
n4946922010,273.0
n4951368114,110.0
n4951368116,111.0
n4951368280,108.0
n4951368296,111.0
n4951368299,110.0
n4951368301,111.0
n4951368314,112.0
n4951588311,73.0
n4951591603,75.0
n4951591616,71.0
n4951593151,78.0
n4951593160,72.0
n4951593177,75.0
n4951593181,73.0
n4951593191,75.0
n4951593197,73.0
n4951593322,70.0
n4951593329,73.0
n4962435724,365.0
n4962435774,303.0
n4962435919,341.0
n4962436007,355.0
n4962436012,376.0
n4962436249,474.0
n4962436988,377.0
n4962437412,348.0
n4962454088,1136.0
n4962454112,984.0
n4962454482,938.0
n4964391723,194.0
n4971143055,39.0
n4972467639,53.0
n4972483169,55.0
n4976545951,56.0
n4977205811,59.0
n4977284625,56.0
n4977284642,57.0
n4979122155,59.0
n4992083933,51.0
n4996643446,53.0
n4996759946,52.0
n5001119092,51.0
n5001200742,48.0
n5001335685,53.0
n5045165955,784.0
n5049675202,51.0
n5053032230,53.0
n5053230206,49.0
n5053230211,50.0
n5053230218,49.0
n5053230371,54.0
n5054630093,13.0
n5054902777,46.0
n5054902785,45.0
n5058289377,44.0
n5058289596,40.0
n5058289605,34.0
n5058289949,46.0
n5058290041,38.0
n5058290134,39.0
n5058290139,35.0
n5058290140,42.0
n5058290143,38.0
n5058290144,40.0
n5067402322,159.0
n5067456932,181.0
n5067659202,75.0
n5067659220,36.0
n5067659277,82.0
n5067659279,56.0
n5067659461,26.0
n5067659462,27.0
n5067659471,27.0
n5067659472,27.0
n5067661978,23.0
n5070063190,97.0
n5076864949,772.0
n5113182678,28.0
n5113182703,30.0
n5120487741,78.0
n5120489840,70.0
n5128758633,101.0
n5128758642,105.0
n5131447487,24.0
n5131447861,25.0
n5131449293,29.0
n5134551213,105.0
n5134591263,64.0
n5134787041,79.0
n5134827165,63.0
n5134827186,64.0
n5135208054,79.0
n5135390025,86.0
n5135422137,95.0
n5135422139,90.0
n5135424982,64.0
n5135436713,80.0
n5136137955,42.0
n5136149903,40.0
n5151516824,840.0
n5162159268,34.0
n5164789276,34.0
n5164799262,35.0
n5164864064,37.0
n5176113720,42.0
n5177398773,61.0
n5181776476,186.0
n5181776940,181.0
n5208962955,62.0
n5208964276,64.0
n5218774099,79.0
n5218774100,79.0
