node_id,name,kind,population,population_known
n3515196190,Ushatary,village,0,0
n3517621029,Sāpatgrām,hamlet,0,0
n3517621214,Bhowraguri,village,0,0
n3517621278,Patakata,village,0,0
n3517621294,Mowamari,village,0,0
n3517621386,Mussalmanpara,village,0,0
n3637671405,Rowriya,village,0,0
n3677062183,Nājirān Daoti Khāta,hamlet,0,0
n3677614505,Mushalpur,town,0,0
n3677615137,Barama,town,0,0
n3677615184,Nikashi,village,0,0
n3677615447,Bhutiachang,village,0,0
n3677615462,Chamrang,village,0,0
n3677644432,Lakhipur,town,0,0
n3677676521,Uttar Saripakuri,village,0,0
n3677676535,Uttar Mitiali,village,0,0
n3677706509,Kranti,village,0,0
n3677706512,Dakshin Majhgram,village,0,0
n3677914259,Dimdima,village,0,0
n3686971924,Teok,village,0,0
n3687018036,Jagduwar,village,0,0
n3701019500,Mawmluh,village,0,0
n3701021426,Mawkisyiem,suburb,0,0
n3701021477,Jymmang ne Mawshamok,hamlet,0,0
n3701021502,Sohra (Cherrapunji),town,0,0
n3701076353,Wahlong,hamlet,0,0
n3701126642,Khanduli,village,0,0
n3701145767,Hamren,town,0,0
n3701159961,Donka Molām,village,0,0
n3701162616,Tumpreng,hamlet,0,0
n3701170423,Dhola,village,0,0
n3701172837,Nilbāgān,village,0,0
n3701229800,Chandkhira,village,0,0
n3701304166,Dharmanagar,town,0,0
n3703063529,Mankachar,town,0,0
n3703293159,Yingkiong,town,6134,1
n3703361224,哥布克,hamlet,0,0
n3736220267,Six Mile,suburb,0,0
n3798891857,Mangkolemba,town,0,0
n3826804069,Chopra,village,0,0
n3826804071,Chopra (CT),village,0,0
n3826828468,Debpāra,hamlet,0,0
n3875985762,Deomali,town,0,0
n3875988367,Bordubi,village,0,0
n3877609074,Elope,village,0,0
n3877609233,Amili,village,0,0
n3877609308,阿米里,village,0,0
n3877610516,Ezuli,village,0,0
n3877610763,Idipo,village,0,0
n3877610886,Angolin,village,0,0
n3877647577,Rengchi,hamlet,0,0
n3877648331,Koloriang,city,0,0
n3878443665,Lāngkri,hamlet,0,0
n3878443853,Washobil,hamlet,0,0
n3878444137,Kheroni,village,0,0
n3878444772,Baitha-Langso,village,0,0
n3878466615,Umrangso,town,10376,1
n3879678148,Dholaikhal,village,0,0
n3880127344,Namtok,village,0,0
n3880129884,Bordumsa,village,0,0
n3880272354,Jalukie,village,0,0
n3881690528,Sowa New,village,0,0
n3884005483,Chesezu,village,0,0
n3884008374,Xuivi,village,0,0
n3884084074,Vanghmun,village,1500,1
n3884084847,Kanchanpur,village,0,0
n3884828470,W. Phulpui,village,0,0
n3885879576,Amarpur,town,10838,1
n3885892152,New Eden,hamlet,0,0
n3887833902,Aibawk,village,0,0
n3887834495,Muallungthu,village,0,0
n3887963792,Yairepok,village,0,0
n3888002993,Ngariyan,village,0,0
n3888003313,Keirao Bitra,village,0,0
n3888044073,Kasong,village,0,0
n3888044377,Tarong,village,0,0
n3888045423,Kakmayai,village,0,0
n3888169828,Sorbung,village,0,0
n3888209284,Pedi,village,0,0
n3888958731,Sonpram,village,0,0
n3888960268,Tamei,village,0,0
n3888961097,Wakothpa,hamlet,0,0
n3888962699,Maohing Nepali,village,1613,1
n3888964118,Selsi,hamlet,0,0
n3889130602,Kamjong,town,0,0
n3889161088,Yumnam Khunou,village,1870,1
n3889161132,Sagolmang,village,967,1
n3889161384,Sadu Koireng,village,674,1
n3889161391,E. Mullam,village,286,1
n3889161473,Saikul,town,2767,1
n3889161494,Bunglung,village,562,1
n3889161638,Lhungtin,village,0,0
n3889161871,Molkon,village,1359,1
n3890096756,Tiding,hamlet,0,0
n3890097930,Lamaliang,village,40,1
n3890098193,Naraliang,village,107,1
n3890098212,Pangung,village,95,1
n3890099825,Mompani,village,24,1
n3890100202,Khupa Township,village,375,1
n3890100597,Airfield Ziro Point,suburb,280,1
n3890100618,Kamba,hamlet,49,1
n3890100664,Swami Camp,village,212,1
n3890100830,Chameliang,village,113,1
n3890101070,Tikromla,hamlet,23,1
n3897032455,Changsari,village,0,0
n3897033189,Bhalka,hamlet,0,0
n3897033221,Barabisa,village,0,0
n3897088989,Sonapur,town,0,0
n3897171387,New Jātinga,hamlet,0,0
n3897172960,Rongmala,village,0,0
n3897173006,Bhalukmari,village,1873,1
n3897173065,Dighaldari,village,0,0
n3897173068,Khaigarh,village,0,0
n3897173138,Phulaguri,village,0,0
n3897173196,Dimou,village,0,0
n3898034979,Garobadha,town,0,0
n3911460009,Saikot,village,2486,1
n3922127631,Chingmei,village,0,0
n3940781083,Amboli,village,0,0
n3940781754,Anini,town,0,0
n3940789967,Etalin,village,0,0
n3940790135,Punli,village,0,0
n3940790271,Immli,hamlet,0,0
n3940790649,Ilupu,village,0,0
n3940835308,New Lanwang,village,0,0
n3941366657,New Tupi,village,0,0
n3941367812,Khonsa,town,0,0
n3959122329,Rima,village,0,0
n3995419700,Ralruwng,village,0,0
n4021624304,Phodkroh,village,0,0
n4021624306,Umsieh,village,0,0
n4021624517,Umpung,hamlet,0,0
n4021626088,Laitumsaw,hamlet,0,0
n4021626563,Ranikor,village,0,0
n4021627118,Nongthymmai,hamlet,0,0
n4021631554,Mawkasaiñ,village,0,0
n4021632042,Phudphanblei,hamlet,0,0
n4021632616,Rangthong,village,0,0
n4021633568,Weiloi,village,0,0
n4021633659,Mawkyrwat,town,0,0
n4021633841,Umlangmar,hamlet,0,0
n4021636355,Mawsdei Village,village,0,0
n4021640756,Tyrsad,village,0,0
n4021645623,Pyndem Mawthawiong,village,0,0
n4021777677,Rongmara,village,0,0
n4022574582,Chaklabasti,village,0,0
n4022575029,Sohbar,suburb,0,0
n4022576014,Nongjri Tishang,hamlet,0,0
n4022577529,Mawkliaw,hamlet,0,0
n4022578000,Wongkalikai,village,0,0
n4023356410,Ampati,village,0,0
n4052836693,Tingkhong,village,0,0
n4052836712,Bāmunbāri,village,0,0
n4052837207,Tingkhang,hamlet,0,0
n4052837258,Tipamia,village,0,0
n4052837262,Ghurania,hamlet,0,0
n4052837592,Sapekhati,village,0,0
n4052837614,2Rahan Pathār No.2,hamlet,0,0
n4052837622,Bagādād,hamlet,0,0
n4052837690,Nanābāt Namke,hamlet,0,0
n4052837753,Nāmrup,hamlet,0,0
n4052837774,Barhela,hamlet,0,0
n4080112891,Sarthebari,town,0,0
n4083015562,Kaolākhāt,hamlet,0,0
n4116852802,Sonamura,town,0,0
n4117423790,Dullabhcherra,town,0,0
n4117423821,Bhubirband,hamlet,0,0
n4117423943,Cherāgi,village,0,0
n4117424138,Murliband,hamlet,0,0
n4117424177,Krishnanagar,village,0,0
n4117424328,Bāzārghat,hamlet,0,0
n4123550077,Rongmachokgiri,village,0,0
n4193528572,Balinong,village,0,0
n4233982473,Rangterenggaon,hamlet,0,0
n4233982501,Lakhaujān,hamlet,0,0
n4233982951,Kohora,village,0,0
n4234506128,Tipujān Basti,hamlet,0,0
n4260245049,Kepre,hamlet,0,0
n4273512624,Naginimora,town,0,0
n4273512900,Garmur Silani,hamlet,0,0
n4279635428,Dhalabari,village,0,0
n4279635430,Uttar Chengmari,village,0,0
n4281611810,Gosanimari,village,0,0
n4281664856,Banekuchi,village,0,0
n4301600028,Bholaganj,village,0,0
n4323611983,Khālājhār,hamlet,0,0
n4323612757,Daboka,town,0,0
n4323995230,Guijan,village,0,0
n4324640180,Sannu,village,0,0
n4324640181,Longleng,village,0,0
n4324640625,Kanubari,village,0,0
n4324640922,Dillighāt,hamlet,0,0
n4324640954,Titlāgarh,hamlet,0,0
n4332457059,Wakching,town,0,0
n4332977319,Rangapahār,village,6673,1
n4436216520,Bebejiāgaon,hamlet,0,0
n4552000699,Chumgang,hamlet,0,0
n4571035213,Passingdong,village,0,0
n4571759015,Dakshin Māgura,hamlet,0,0
n4571759019,Katanpur,hamlet,0,0
n4571759020,Katāmani,hamlet,0,0
n4571759029,Kālāchhara,hamlet,0,0
n4571779629,Kailashahar,town,0,0
n4571959303,Murājār,hamlet,0,0
n4571959313,Sābājpur,hamlet,0,0
n458985962,Amingaon,suburb,0,0
n4605252024,Sonādāri,hamlet,0,0
n4605252080,Purāuri,hamlet,0,0
n4611171500,Gunabari,village,0,0
n4622774243,Basar,town,0,0
n4636429203,Bagarsangan,hamlet,0,0
n4636429253,Naldari,hamlet,0,0
n4640111847,Digaru,village,0,0
n4643564541,Hrishyamukh,village,0,0
n4643790795,Saline,village,77,1
n4646200593,Lazu,village,0,0
n4658551922,Sethi,hamlet,49,1
n4722094948,Wireless,suburb,0,0
n4723587838,Super Market,suburb,0,0
n4726881985,Amguri Bali,village,0,0
n4740596570,Sunpura,village,0,0
n4750552829,Paschim Dangapara,village,0,0
n4750646404,Radhabari,village,0,0
n4758150231,Alubari,village,0,0
n4875901100,Rhenock,town,0,0
n4885325314,Chapakhowa,town,0,0
n4885601044,Pathar Kandi,village,0,0
n4907087562,Kampur,village,0,0
n4911457378,Sonbāri,village,0,0
n4914355421,Gossaigaon,village,9068,1
n4927496119,Gojaldoba Tea Garden,village,0,0
n4928101490,Kājidhar,hamlet,0,0
n4928851407,Rorithang,village,0,0
n4929523961,Bardiha,village,0,0
n4937415636,Chhatish,village,0,0
n4946860488,Resubelpara,town,0,0
n4946922010,Songsak,village,0,0
n4962435919,Koyu,village,0,0
n4962436012,Kakki Village,hamlet,0,0
n4962436988,卡若,village,0,0
n4962437412,米新,village,0,0
n4972483169,Rehabari,suburb,0,0
n4977284625,Sarusajai,suburb,0,0
n4992083933,Hajo,town,0,0
n5058289949,Howly,town,0,0
n5067659202,Indranagar,village,0,0
n5067659220,Amarānagar,hamlet,0,0
n5067659472,Udharbond,village,0,0
n5076864949,Sugnu,town,5132,1
n5134591263,Nondola Rokhoa,village,0,0
n5134827165,Jhargaon,village,2008,1
n5134827186,Panchdimti,village,9337,1
n5135390025,Dakshin Dangapara,village,0,0
n5135424982,Kuchila,village,0,0
n5135436713,Paschim Ariagaon,village,0,0
n5136137955,Rasakhowa,village,0,0
n5151516824,Laki,village,0,0
n5221627788,Dakshin Hanskhali,village,0,0
n5221627878,Dakshin Odlabari,suburb,0,0
n5223441437,Kamlagaon,village,0,0
n5228172041,Wakro,village,0,0
n5232412630,Gamāri,hamlet,0,0
n5232412638,Chāmāla,hamlet,0,0
n5232412832,Ramkrishna Nagar,town,0,0
n5232412834,Kālinagar,hamlet,0,0
n5232412909,Bilaipur,village,0,0
n5232413085,Barthal,hamlet,0,0
n5232413125,Nagathal,village,0,0
n5298833847,Rāmnagar,hamlet,0,0
n5301144644,Barakhanti,village,9617,1
n5301176731,Lalpokhar,village,0,0
n5329425998,Kachna,village,4809,1
n5329554258,Kalughat,village,0,0
n5443196340,Tissa Camp,village,0,0
n5443196345,Senua Noksa,village,0,0
n5443285696,Zedua,village,0,0
n5443287335,Hasse Russa,village,0,0
n5443824131,Samdul,hamlet,51,1
n5443824383,Khampti Pani,hamlet,0,0
n5443824637,Halla,village,89,1
n5443825607,Dong,village,5000,1
n5444835331,Pinjoli,village,0,0
n5451398255,Phura,hamlet,0,0
n5451398320,Longma,hamlet,0,0
n5451398382,Kelelo,hamlet,0,0
n5451399005,Dalughāt,hamlet,0,0
n5452016791,Kamalpur,village,0,0
n5470440689,G Bualzang,village,0,0
n5473363558,Padmabil,village,0,0
n5473366012,Hezamara,village,0,0
n5473366085,Mohanpur,village,0,0
n5481995103,Wabagal,village,0,0
n5541781845,Serou,village,4216,1
n5541781882,Y. Thingkangphai,village,282,1
n5641133107,Lolegaon,village,0,0
n566650885,Satgaon,suburb,0,0
n566651230,Pathar Quarry,suburb,0,0
n566653288,Bonda Gaon,suburb,0,0
n566685609,Maligaon,town,0,0
n566687314,Lokhra,suburb,0,0
n566687486,Basistha Chariali,suburb,0,0
n566696013,Bongaon,suburb,0,0
n566697156,Beltola,suburb,0,0
n566697663,Hatigaon,suburb,0,0
n566698751,Christian Basti,suburb,0,0
n566698766,Ulubari,suburb,0,0
n566698890,Bhangagarh,suburb,0,0
n567356588,Jhanji,village,0,0
n567356671,Gaurisagar Tiniali,town,0,0
n567356919,Dimow,town,0,0
n567357012,Sepon,village,0,0
n567377649,Uriagaon,village,0,0
n567377681,Puranigudam,village,0,0
n567377883,Kuwarital,village,0,0
n567378296,Kohora,hamlet,0,0
n567378454,Bokakhat,village,0,0
n567378552,Numaligarh,village,0,0
n567378579,Sonārigaon,hamlet,0,0
n567378692,Kāthani,hamlet,0,0
n567378740,Dergaon,town,0,0
n567382145,Raha,town,0,0
n567382295,Bebejia,village,0,0
n567387366,Nakhola,town,5000,1
n567484451,Baihata,suburb,0,0
n567484515,Duminichowki,village,0,0
n567485006,Kharupetia,town,0,0
n567485145,Dalgoan,town,0,0
n567485269,Rowta,village,0,0
n567485548,Dhekiajuli,village,0,0
n567485794,Tumuki,village,0,0
n567486083,Porua Chariali,village,0,0
n567511751,Bomdila,city,0,0
n567511973,Kaliabor,village,0,0
n567512026,Batamari,village,0,0
n567512068,Dolabari,village,0,0
n567774564,Nongthymmai,village,0,0
n567774578,Mawpun Kyrtiang,village,0,0
n567774582,Lower Sohra,suburb,0,0
n567777065,Silchar,city,172800,1
n567778496,Bānglātal,hamlet,0,0
n567778725,Shibergul,hamlet,0,0
n567778784,Lowairpoa,village,0,0
n567779009,Vāirengti,hamlet,0,0
n567779184,Asimganj,hamlet,0,0
n567779227,Baraigram,village,0,0
n567779299,Nilambazar,village,0,0
n567779579,Nāirgram,hamlet,0,0
n567779603,Bhānga,village,0,0
n567779712,Malua,hamlet,0,0
n567779774,Katakhal,village,0,0
n567779901,Panchgram,suburb,0,0
n567780374,Bhaga Bāzār,village,0,0
n567780425,Gagalghāt,hamlet,0,0
n567780453,Saoāgrām,hamlet,0,0
n567780460,Debipur,hamlet,0,0
n567780479,Lāntugrām,hamlet,0,0
n567780515,Bekirpār,hamlet,0,0
n567780580,Narsingpur,village,0,0
n567780601,Kābuganj,hamlet,0,0
n567780727,Sonbāraghāt,hamlet,0,0
n567785782,Bokajan,town,0,0
n567786247,Silanijāngaon,hamlet,0,0
n567786288,Kanaighat,hamlet,0,0
n567786979,Raāngājāngaon,hamlet,0,0
n568501813,Dakshin Thuthipakar,village,878,1
n568554712,Sevoke,village,0,0
n568559116,Teesta Bazaar,suburb,0,0
n568559372,Legship,village,0,0
n568559735,Jorethang,town,0,0
n568559751,Naya Bazaar,village,0,0
n568563346,Reshi,village,0,0
n568597536,Birpara,town,0,0
n568597691,Alipurduar,city,127342,1
n568598346,Ellenbury Tea Garden,village,0,0
n568598360,Kalagaity,village,0,0
n568601510,Odlabari,town,0,0
n568601522,Manabari Tea Garden,village,0,0
n568601548,Uttar Phulbari,village,0,0
n568601577,Ranichera Tea Garden,village,0,0
n568601585,Damdim,village,0,0
n568601702,Hay Hay Pathar Tea Garden I,village,0,0
n568601726,Mal Bazaar,town,0,0
n568601744,Tunbari Tea Garden,village,0,0
n568602358,Binnaguri,village,0,0
n568987116,Dawki,village,0,0
n568987587,Sohkha Myshon,hamlet,0,0
n568988545,Amlarem,village,0,0
n568988568,Katigora,village,0,0
n568990011,Khelmapur,hamlet,0,0
n568990124,Ratacherra,village,0,0
n568990151,Kalain,village,0,0
n568991599,Pynthorlangtein,hamlet,0,0
n568991986,Lad Rymbai,town,0,0
n569040825,Ngangkhalawai,village,0,0
n569040865,Moirang,town,0,0
n569041531,Wangjing,village,0,0
n569041570,Bishnupur,town,5000,1
n569041577,Nungsai Chiru,village,882,1
n569041691,Nambol,village,0,0
n569041716,Waithou,village,0,0
n569041845,Khangabok,village,0,0
n569041851,Thoubal,town,5000,1
n569042398,Singjamei,suburb,0,0
n569048716,Binnākāndi,hamlet,0,0
n569048813,Fulertal,village,0,0
n569048947,Pailapool,town,0,0
n569049736,Jiribam,town,7343,1
n569049747,Lālpāni,hamlet,0,0
n569050169,Jirighāt,village,0,0
n569050220,Hilghat,village,2286,1
n569050246,Gamphazol,village,0,0
n569051370,Nungba,village,0,0
n569051529,Bolongdai,village,0,0
n569052467,Irang Khun,village,0,0
n569052538,Charoipandongba Kabui,village,816,1
n569052549,Longa Koireng,village,963,1
n569052750,Khumbong,village,0,0
n569053407,Noney,town,0,0
n569053462,Sehjang,village,273,1
n569053565,Boungjang,village,154,1
n569053861,Patsoi,village,0,0
n569067215,Koirengei,suburb,0,0
n569067293,Kanglatongbi,village,7152,1
n569067389,L. Haibung,village,0,0
n569067433,Daili,village,931,1
n569067442,Kangpokpi,town,7476,1
n569067515,Tumuyon Khullen,village,1625,1
n569067646,Senapati,town,5000,1
n569067667,Makeng Katomei,village,463,1
n569067702,Karong,village,0,0
n569068034,Maram,village,0,0
n569068450,Tadubi,village,0,0
n569068599,Mao Gate,village,0,0
n569068827,KIGWEMA Vlllage,village,0,0
n569069155,Chumukedima,town,25885,1
n569069510,Peducha,village,0,0
n569069644,Kiruphema Bawe,village,0,0
n569192397,Salsabari,village,0,0
n569194589,Boko,town,0,0
n569194737,Agia,village,0,0
n569195095,Krishnai,village,0,0
n569195257,Solmari,village,0,0
n569195342,Pancharatna,village,0,0
n569197078,Patgaon,village,0,0
n569198283,Chhaygaon,village,0,0
n569198749,Azara,suburb,0,0
n569316645,Falakata,town,0,0
n569317022,Railway Colony,suburb,0,0
n569317573,Agamoni,village,0,0
n569317975,Sonapur,village,0,0
n569318717,Bahalpur,village,0,0
n569440948,Karandighi,town,318800,1
n5714069407,Lanka,town,0,0
n5730492021,Thesoajur,hamlet,0,0
n5730778133,Golakganj,town,0,0
n5730778619,Gauripur,town,0,0
n5736469435,Tengakhat,village,0,0
n5749813511,Shokuvi,village,0,0
n5752464156,Khasjangal-II,village,0,0
n5753920113,Jojoli Panchali,hamlet,0,0
n5754174363,Nazira,town,0,0
n5754176320,Deopāni,hamlet,0,0
n5754176442,Athkhel,hamlet,0,0
n5754189169,Nirmoliagaon,hamlet,0,0
n575546641,Ghoom,village,0,0
n575546779,Darjeeling,city,118800,1
n5758970447,Kumai,village,0,0
n5763173072,Sirhi-Kuki,village,0,0
n5766110467,Mahur,town,0,0
n5769923230,Netsami,village,0,0
n5775677746,Kamarkuchi,village,0,0
n5779959525,Amraguri,hamlet,0,0
n5779960275,Rāngaijhora,hamlet,0,0
n5779960280,Āmguribāzār,village,0,0
n5779960396,Barābāzār,hamlet,0,0
n5779960783,Bijni,town,0,0
n5779960785,Ulubāri,hamlet,0,0
n5794288699,Rupasi Bāzār,hamlet,0,0
n5796962861,Tangla,town,0,0
n5796963915,Harisinga,village,0,0
n5797001321,Bachla,hamlet,0,0
n5797001388,Khola,hamlet,0,0
n5797001515,Dattapur,hamlet,0,0
n5797001557,Māhakāl,hamlet,0,0
n5801909444,Dighaljar,hamlet,0,0
n5803724428,Peren New Dist HQ,village,0,0
n5804672083,Timānbārtani,hamlet,0,0
n5867508668,Mapuia,hamlet,0,0
n5870320977,Heninkunglwa,village,0,0
n5893508199,Uriamghāt,hamlet,0,0
n5893508425,Sarupathar,town,0,0
n5894916808,Sohümi,village,0,0
n5895090710,Tsungar,village,0,0
n5896060918,Tamlu,town,0,0
n5903313818,Sechu Zubza,village,0,0
n5914129350,Jaboka,town,0,0
n5921311276,Wolam Nyukyan,village,2575,1
n5928695480,Bonkolong,village,0,0
n5928696309,Beisumpui,village,0,0
n5928696450,Athibung,village,0,0
n5936564620,Mahisashan,village,0,0
n5936564737,Balia,hamlet,0,0
n5971389324,Yonglok,village,0,0
n5971389338,Lāhangaon,hamlet,0,0
n6015351225,Noklak,town,0,0
n603491630,Tumlong,hamlet,0,0
n603492323,Bringbong,village,0,0
n603492984,Penlong,village,0,0
n603496800,Majitar,suburb,0,0
n603497219,Singtam,town,0,0
n603497501,Rangpo,town,0,0
n603538938,Ravangla,town,2282,1
n6102273624,Bālijāngaon,hamlet,0,0
n6102286623,Phāngchagāon,hamlet,0,0
n6105481079,Sildubi,hamlet,0,0
n6112240556,Bagānpāra,village,0,0
n6112553474,Niz Fulabri Part-III,hamlet,0,0
n6127804984,Matabhanga,town,0,0
n6154014503,Gonirgram Part-IV,hamlet,0,0
n6175514143,Mazuari,hamlet,0,0
n6176656093,Nāgābāt,hamlet,0,0
n6176771222,Kekang Ādanggaon,hamlet,0,0
n6176772127,Mara Bheti,hamlet,0,0
n6176772315,Kaliani,hamlet,0,0
n6176772330,Chakihola,hamlet,0,0
n6176986909,Ainachera T.E.,hamlet,0,0
n6186709665,Vantaiphai,village,0,0
n6188499361,Borapansury,village,0,0
n6189804838,Lohry (Laty),village,0,0
n6189805690,Saikao Khihthie,village,0,0
n6195177267,Kathalia,village,0,0
n6195695014,Ampinagar,village,0,0
n6197811107,Nutan Bazar,village,0,0
n6208067802,N. Hlimen,village,0,0
n6211786360,Chawngte,village,0,0
n6213054276,Vahia,village,0,0
n6223526153,Sopleng,village,0,0
n6223527138,Rishophung,village,354,1
n6223527664,Bongbal Khullen,village,304,1
n6223527899,Kamuching,village,789,1
n6223527931,Nungbrang,village,0,0
n6223528196,Changamdabi,village,0,0
n6229199391,National Games Village,suburb,0,0
n6229200943,Kangchup Geljang,village,358,1
n6231259831,Nāgātila,hamlet,0,0
n6231259833,Bhubandhar No.6,hamlet,0,0
n6231259837,Sukhtala,hamlet,0,0
n6231259869,Mahādebpur,hamlet,0,0
n6231259873,Dholai,village,0,0
n6237090886,Monjrong Khulen,hamlet,0,0
n6237092078,Gaidimjang II,village,0,0
n6237756760,Molnoi,village,0,0
n6237756762,Palel,town,0,0
n6240163841,Ganganagar,village,0,0
n6241313902,Allenpur,hamlet,0,0
n6241313911,Nawābil,hamlet,0,0
n6241721427,Srikona,village,0,0
n6241721442,Ratpur,hamlet,0,0
n6246892055,Dīwāngaon,hamlet,0,0
n6247256785,Imphoi,hamlet,0,0
n6247256860,Boljāng,hamlet,0,0
n6247259771,Binnakandi,village,0,0
n6251241624,Nablaidisa,hamlet,0,0
n6251457193,Dārangibra,hamlet,0,0
n6251457365,Dārangbra,hamlet,0,0
n6251457713,Nūtan Bātāri,hamlet,0,0
n6251457871,Purānā Hājong,hamlet,0,0
n6251548682,New Khunophung,hamlet,0,0
n6253840325,Nongbah,village,0,0
n6255618580,Smit,village,0,0
n6258651483,Jātinga,hamlet,0,0
n6258654598,Jātinga,hamlet,0,0
n6258654613,Āthāratila,hamlet,0,0
n6258654614,Panibhara Part I,hamlet,0,0
n6258772330,Umtal,village,200,1
n6259489615,Pālai,hamlet,0,0
n6259491193,Bāshkhāl,hamlet,0,0
n6259491241,Derby T.E.,hamlet,0,0
n6259491420,Allenpur,hamlet,0,0
n6261456180,Chotojalenga iV,hamlet,0,0
n6262212035,Chutrasāngan,hamlet,0,0
n6262442470,Māchhkhāl,hamlet,0,0
n6262443163,Chengjur,hamlet,0,0
n6264797114,Dokmoka,village,0,0
n6265478884,Dighaljār,hamlet,0,0
n6265479424,Dighaljār,hamlet,0,0
n6265479464,Chaudhari Bāzār,hamlet,0,0
n6265607497,Amrāguri,hamlet,0,0
n6268439594,Siji,village,0,0
n6268440829,Karlo,village,0,0
n6268442343,Chisi,village,0,0
n6268442454,Pading Village,village,0,0
n6286331577,Thizama,village,0,0
n6338287389,Katlicherra,town,0,0
n6338319732,Tingārgul,hamlet,0,0
n6341037283,New Lamka,village,0,0
n653096746,Chandmari,suburb,0,0
n653096764,Ganeshguri,suburb,0,0
n653096771,Japorigog,suburb,0,0
n653096774,Ambikagiri Nagar,suburb,0,0
n653096822,Noonmati Refinery,suburb,0,0
n653096938,Narengi,suburb,0,0
n653096955,Guwahati Club,suburb,0,0
n653096968,Guwahati,city,1000000,1
n653097008,Gitanagar,suburb,0,0
n653097024,Zoo Rd Tiniali,suburb,0,0
n653097048,Silpukhuri,suburb,0,0
n653097300,Kamakhya Dham,suburb,0,0
n653097342,Shantipur,suburb,0,0
n653097352,Bharalumukh,suburb,0,0
n653097355,Machkhowa,suburb,0,0
n653097365,Fancy Bazaar,suburb,0,0
n653107330,Birubari,suburb,0,0
n653109503,Aathgaon,suburb,0,0
n653996522,Sawkuchi,suburb,0,0
n653997343,Lalmati,suburb,0,0
n653997349,Bhetapara,suburb,0,0
n653997350,Ghoramara Chariali,suburb,0,0
n653997362,Kahilipara,suburb,0,0
n653997443,Lalganesh,suburb,0,0
n653997449,Anil Nagar,suburb,0,0
n664138101,Umsning,village,0,0
n664138171,Myrdon,village,0,0
n664140218,Nongpoh,town,0,0
n6708332985,Naharkatia,town,0,0
n6710132444,"Rājgarh ,786611",hamlet,0,0
n6712175062,Burhi Khow,village,0,0
n6723554614,Bamutia,village,0,0
n6728189225,Kulajan,town,0,0
n6728629916,Dikom,village,0,0
n673551549,Kamarpur,village,0,0
n673551771,Bhaktagaon,village,0,0
n673551785,Sildubi,village,0,0
n6736634107,Ketetong (Singpho Village),village,0,0
n6736634121,Ketetong Market,village,0,0
n6736634124,Ing Thong (Singpho Village),village,0,0
n6742707532,Baghjan Gaon,hamlet,0,0
n6780474636,Palongdhepa,hamlet,0,0
n6867526200,Kliehtryshi,village,0,0
n692800696,Sukna,village,0,0
n692800829,Kurseong,town,0,0
n697273393,Hasimara,village,0,0
n697273409,Old Hasimara,village,0,0
n697273422,Bharnobari Tea Garden,village,6626,1
n697273439,Dalsingpara,village,0,0
n697273490,Raigaon,suburb,0,0
n697273497,Jaigaon,town,0,0
n703561197,Sumbuk,village,0,0
n7045996651,Amotlah,village,0,0
n715137671,Chabua,town,0,0
n7160576571,Phaikoh,village,391,1
n7160990194,Kamalpur,town,11000,1
n7206704689,Seppa,city,0,0
n7206704704,Pachi Camp,village,0,0
n7206705199,Fachang,village,0,0
n7206705209,Sanoragma,village,0,0
n7216824088,Mualkang,village,0,0
n746951021,Dett Rupai,village,0,0
n7596494192,Chakpi Karong,village,1569,1
n7677540658,Tilan Muslimpara,hamlet,0,0
n774477557,Risop,hamlet,0,0
n7781216150,Suklai,village,0,0
n7868916815,Phulhara,village,11113,1
n7869361842,Natun Dilokthai,hamlet,0,0
n7869377918,Langting,town,0,0
n7869403304,Salikāntapur,hamlet,0,0
n7869403375,Kalachand,village,0,0
n7869411208,Didāokha,hamlet,0,0
n7869411257,Mupa,village,0,0
n7869434217,Jorāi Bātāri,hamlet,0,0
n7869434264,Semdhikar,hamlet,0,0
n7947044583,Nij Lahoāl,hamlet,0,0
n8007236790,Dashdarga,village,0,0
n8211834970,Kalamdia,hamlet,77,1
n8224210888,Aprunli,hamlet,0,0
n829889203,Jalpaiguri,city,107400,1
n831395848,Meka,village,0,0
n8318501431,Tato,village,0,0
n8318501682,Lungte,hamlet,0,0
n8318502060,Kangte,village,0,0
n8318502581,Pidi,village,0,0
n8318502697,Lamak,village,0,0
n8318502775,Nutin,hamlet,0,0
n8318502825,Jorong,hamlet,0,0
n8318560682,Taiyong,hamlet,0,0
n8318560687,Sheet,village,0,0
n8318562872,Yangrang,hamlet,0,0
n8318563333,Damsong,village,0,0
n8318563540,Gapur,village,83,1
n8318564632,Chingo,village,0,0
n832590787,Silghat,village,0,0
n8344614438,Simong,village,0,0
n8344614472,Karko,village,0,0
n8345276442,Gette,village,0,0
n835158853,Fatapukur,village,0,0
n835158982,Talma Haat,village,0,0
n835159567,Parasuram Kund,village,0,0
n835159733,Raninagar,suburb,0,0
n835159753,Ziro-Kamja,village,0,0
n835159997,Mahadevpur,village,0,0
n835160408,Chongkham,town,0,0
n835160429,Tengapani,town,0,0
n835188809,Musai,village,262,1
n835188872,Krowti Labour Camp,hamlet,29,1
n835188922,Warti,hamlet,84,1
n835188929,Sarti,hamlet,0,0
n835188967,Krowti,village,27,1
n835188995,Tinai,village,57,1
n835189739,Menilkrai,village,0,0
n835189752,Kibithu,town,0,0
n835196251,Jalakia Suti,village,0,0
n835196291,Akajan Miri,village,0,0
n835196299,No. 2 Chila Pathar,hamlet,0,0
