id,name,state,lat,lon,kind,population,population_known,has_market,has_coldstore
s13327721581,沙孔,,27.46273,92.792275,village,0,0,0,0
s13342504272,朗楚,,27.666548,92.018261,hamlet,0,0,0,0
s13342504273,乃林芒,,27.730458,91.712275,hamlet,0,0,0,0
s13363738085,Bulimina,,28.140622,96.658319,hamlet,0,0,0,0
s13417214332,Bulaisen,,27.74472,91.694027,hamlet,0,0,0,0
s13449278989,Baiga,,27.588911,91.879193,hamlet,0,0,0,0
s13449278990,Bangde,,27.58403,91.883441,hamlet,0,0,0,0
s13449278993,Aodong,,27.58032,91.893275,hamlet,0,0,0,0
s13449278994,Chimu,,27.5732,91.89056,hamlet,0,0,0,0
s13449278995,Sazhe,,27.577646,91.798821,hamlet,0,0,0,0
s13449278997,Kelong,,27.230372,92.242755,hamlet,0,0,0,0
s13449278998,Banre,,27.213632,92.254242,hamlet,0,0,0,0
s13463492881,Xiao Madengliang,,28.220855,96.515268,village,0,0,0,0
s13463492882,Jiliang,,28.21874,96.536865,village,0,0,0,0
s13463492886,Gujinboluo,,28.755314,94.911195,hamlet,0,0,0,0
s13542949718,Runu,,26.949448,95.228043,village,0,0,0,0
s13556093698,Ranglua Russa,,27.052739,95.278161,village,0,0,0,0
s13589387447,Bagajang Gompa,,27.50026,92.020396,hamlet,0,0,0,0
s13592846867,Lower Kolam,,26.930029,95.596232,village,0,0,0,0
s13610015492,Chanu Zaklo,,26.93323,95.341918,village,0,0,0,0
s13847971651,Pullong,,27.045917,95.449109,village,0,0,0,0
s13851535942,Longkhom Phonthai,,27.469855,95.922479,village,0,0,0,0
s13851535980,Kherem Bisa,,27.464775,95.887412,village,0,0,0,0
s13851535981,Galenja Ponthai,,27.464742,95.883955,village,0,0,0,0
s13851572902,Uper Jongji Havi,,26.968807,95.704192,village,0,0,0,0
s13851579829,Old Dongrong,,27.187469,95.618786,village,0,0,0,0
s13851609675,Old Dongrong,,27.187469,95.618786,village,0,0,0,0
s13891699802,Hija,,27.620561,93.841878,village,0,0,0,0
s13891699803,Hong,,27.522332,93.839277,village,0,0,0,0
s13891699805,Bree,,27.558242,93.847484,village,0,0,0,0
s13891699806,Bolya,,27.536235,93.854434,hamlet,0,0,0,0
s245721026,Manipur Bagan,,24.396247,92.56249,village,0,0,0,0
s245722358,Dengarband,,24.401,92.3017,village,0,0,0,0
s245724579,Pātbāri,,24.591539,92.953132,hamlet,0,0,0,0
s245728326,Kumbhir,,24.939854,92.96533,village,0,0,0,0
s245729854,Haflong,,25.164505,93.017599,town,0,0,0,0
s245735323,Lungding,,25.598688,93.178063,village,0,0,0,0
s245736203,Hatikhali,,25.641867,93.102802,village,0,0,0,0
s245739251,Kseh Kyntang,,25.833477,92.276012,village,0,0,0,0
s245739605,Mynser,,25.91633,92.40908,hamlet,0,0,0,0
s245740681,Burakek,,26.003048,93.16383,village,0,0,0,0
s245740851,Loharghat,,25.9564,91.4829,village,0,0,0,0
s245741680,Dhubri,,26.019642,89.991393,city,63388,1,0,0
s245742069,Baida,,26.028558,90.419884,village,0,0,0,0
s245743490,Goalpara,,26.178362,90.622668,city,100000,1,0,0
s245744465,Harirhat,,26.1804,89.8342,village,0,0,0,0
s245746325,Barpeta,,26.325782,91.007571,city,100000,1,0,0
s245746478,Santipur,,26.297263,93.846293,village,0,0,0,0
s245748181,Nalbari,,26.445568,91.435434,town,0,0,0,0
s245750035,Bagori,,26.577779,93.278836,village,0,0,0,0
s245750616,Singri,,26.612653,92.480805,village,0,0,0,0
s245750992,Hudukhata,,26.610995,91.102559,village,0,0,0,0
s245753934,Chariduar,,26.862862,92.780907,town,0,0,0,0
s245754927,Bhutiachang,,26.9423,92.603,village,0,0,0,0
s245755348,Sivasagar,,26.983494,94.639423,city,0,0,0,0
s245755518,Nargargaon,,27.011618,94.16528,village,0,0,0,0
s245756524,Borhat,,27.163159,95.276872,village,0,0,0,0
s245757880,Dejoo,,27.272781,94.024071,village,0,0,0,0
s245760898,Dijmur,,27.622825,94.893854,village,0,0,0,0
s245762207,Kundil Bazar,,27.839038,95.699158,village,0,0,0,0
s342099191,Helem,,26.843563,93.475993,village,0,0,0,0
s342100221,Sipajhar,,26.3974,91.89652,town,22355,1,0,0
s342100459,Kali Ghat,,27.063609,94.120265,hamlet,0,0,0,0
s566672798,Jorabat,,26.099316,91.87732,town,0,0,0,0
s567383142,Samaguri,,26.418938,92.844682,village,0,0,0,0
s567383143,Missa,,26.4851,92.944893,village,0,0,0,0
s569243331,Bongaigaon,,26.480013,90.558039,city,139034,1,0,0
s830103529,Abhayapuri,,26.334307,90.666904,town,0,0,0,0
s831176590,Nahorani,,26.670571,94.006622,village,0,0,0,0
s958035180,Saikhoa Ghat,,27.763215,95.56537,village,5000,1,0,0
s1133695017,Tipong,,27.313846,95.858339,suburb,0,0,0,0
s1352601587,Tihu,,26.47282,91.26958,village,4301,1,0,0
s1380070099,Sualkuchi,,26.169913,91.570852,town,0,0,0,0
s1403967931,Kakilabari,,26.749085,91.198572,hamlet,0,0,0,0
s1437215869,Bordoloni,,27.411129,94.422254,village,0,0,0,0
s1739922352,Fakirganj,,25.952839,90.072364,village,0,0,0,0
s1739986503,Bhatiu,,27.474365,95.137535,village,0,0,0,0
s1740005447,Tilak Nagar,,27.63798,95.667004,village,0,0,0,0
s1740028720,Naguli Ghat,,27.52544,95.013644,village,0,0,0,0
s1810911320,Bohori,,26.257001,91.137184,town,0,0,0,0
s1810911323,Panpur,,26.67767,92.936972,village,0,0,0,0
s1811210915,Sontoli,,26.142511,91.131967,village,0,0,0,0
s1934228034,Kaliapani,,26.838534,94.455446,village,0,0,0,0
s1937610133,Jamuguri,,26.870779,94.500103,village,0,0,0,0
s1937617872,Phulpanisiga,,26.910794,94.522063,village,0,0,0,0
s2081915203,Jātinga,,25.130977,93.02173,village,0,0,0,0
s2081966210,Hajaichak,,25.224973,93.338311,hamlet,0,0,0,0
s2081966224,Laisong Bāgān,,25.236037,93.354253,hamlet,0,0,0,0
s2138091867,Jorhat,,26.757793,94.207965,city,126736,1,0,0
s2319238562,Tamarhat,,26.301122,89.849471,village,0,0,0,0
s2365222326,Sarupeta,,26.498506,91.077616,town,0,0,0,0
s2385334057,Bechimari,,26.626304,92.177368,village,0,0,0,0
s2885039362,Amlakhi,,25.964684,93.49041,village,0,0,0,0
s2885091536,Badlichar,,26.547107,92.260877,village,0,0,0,0
s2885143477,Borghuli,,27.592351,95.323605,village,0,0,0,0
s2885248522,Burisuti,,27.686547,95.039151,village,0,0,0,0
s2885288331,Birinabari,,26.924545,94.058517,village,0,0,0,0
s2885288332,Kakarikata,,26.932716,94.121267,village,0,0,0,0
s3309060540,Diprang,,26.198958,92.064847,village,0,0,0,0
s3309060541,Hilloikhunda,,26.277364,92.016128,village,0,0,0,0
s3309060543,Sanaka,,26.267733,91.997074,village,0,0,0,0
s3309067379,Gobhali,,26.236451,92.006488,village,0,0,0,0
s3546761360,Junkareng,,27.781412,95.166784,village,0,0,0,0
s3773172323,Choladhara,,26.761317,94.194833,suburb,0,0,0,0
s3777828308,Atila Gaon,,26.748804,94.205698,suburb,0,0,0,0
s3777828309,Barbheta/ Bongal Pukhuri area,,26.740893,94.208206,suburb,0,0,0,0
s3777828310,Club Road Area,,26.741648,94.217273,suburb,0,0,0,0
s3777828311,Dohabora Chuk,,26.75254,94.214446,suburb,0,0,0,0
s3777828314,Tarazan/ Rupali Nagar,,26.74878,94.194587,suburb,0,0,0,0
s4160645674,Borigaon,,26.370276,92.462905,village,0,0,0,0
s4193235569,Wara,,27.350115,95.964826,village,0,0,0,0
s4193235570,Mungkam,,27.362073,95.956791,village,0,0,0,0
s4193235571,Upper Mallong I,,27.281174,95.770241,village,0,0,0,0
s4193235572,Mallong II,,27.286081,95.777048,village,0,0,0,0
s4194553499,Kharang Kong (Cholim Basti),,27.371568,95.836374,village,0,0,0,0
s4194553500,Kharang Kong,,27.373044,95.827115,village,0,0,0,0
s4194553501,Ninggam Tai Phake Village,,27.381,95.828242,village,0,0,0,0
s4194553502,Hewe Ninggam,,27.388983,95.81541,village,0,0,0,0
s4194553503,Phulbari,,27.371653,95.92124,village,0,0,0,0
s4196332289,Inthem (Singpho village),,27.389384,95.78039,village,0,0,0,0
s4196339705,Pawaimukh (Tai Khamyang Village),,27.288906,95.57294,village,0,0,0,0
s4196342889,Bisa (Singpho village in Assam),,27.325227,95.766889,village,0,0,0,0
s4196342890,Kumchai Kong (Singpho Village),,27.365543,95.797874,village,0,0,0,0
s4198158293,Namphakey,,27.282169,95.368719,village,0,0,0,0
s4509196600,Sorbogh,,26.490961,90.889279,village,0,0,0,0
s4667621489,Huliagaon,,27.580933,94.519925,village,0,0,0,0
s5623038879,North Guwahati,,26.191507,91.718438,suburb,0,0,0,0
s5623038882,Sunchali,,26.204003,91.803764,suburb,0,0,0,0
s5623038906,Kurua,,26.237613,91.820619,village,0,0,0,0
s5766103458,Tuolpui,,25.195253,93.267596,village,0,0,0,0
s5775285633,Panigaon,,27.140634,94.111301,town,0,0,0,0
s5789836398,Umparoi,,25.953144,92.326655,village,0,0,0,0
s5789836399,Rombai,,25.942764,92.333264,village,0,0,0,0
s5789836400,Ale Kunjil,,25.955247,92.353199,village,0,0,0,0
s5789836401,Rapdang,,25.926902,92.215075,village,0,0,0,0
s5789836402,Mawlen,,25.926555,92.234774,village,0,0,0,0
s5789836403,Umswai,,25.940641,92.238529,village,0,0,0,0
s5789836404,Umswah,,25.947221,92.23398,village,0,0,0,0
s5789836405,Chikdamakha,,25.942822,92.221663,village,0,0,0,0
s5789836406,Bormarlong,,25.951716,92.207415,village,0,0,0,0
s5806577175,Shitoyi,,25.998167,93.807793,village,0,0,0,0
s5806577176,Chongajan,,26.008967,93.847232,village,0,0,0,0
s5819395478,Tirap Sakan (Yongkuk Village),,27.29036,95.905389,village,0,0,0,0
s6096685708,Muktiar,,27.732247,95.054972,village,0,0,0,0
s6096685710,Dikhari,,27.725612,95.056058,village,0,0,0,0
s6096685711,Ramdhon,,27.729061,95.059498,village,0,0,0,0
s6096685715,Borhati,,27.745095,95.025252,village,0,0,0,0
s6148371634,Basbari,,26.189765,89.903451,village,0,0,0,0
s6160665854,Barsapara,,26.144942,91.739124,suburb,0,0,0,0
s6161187086,Noonmati,,26.197937,91.799858,suburb,0,0,0,0
s6168658413,Dhirenpara,,26.150256,91.729142,suburb,0,0,0,0
s6169689391,Chandrapur,,26.235111,91.925881,village,0,0,0,0
s6240693696,Gunjong,,25.317591,93.010147,village,0,0,0,0
s6244036969,Amreng,,25.743718,92.814796,village,0,0,0,0
s6244305246,Harangajao,,25.116699,92.857153,village,0,0,0,0
s6244446903,Malangpa,,25.212896,92.819061,hamlet,0,0,0,0
s6245693270,Kumbhirgram,,24.906932,92.981629,village,0,0,0,0
s6245693663,Subhang,,24.949429,92.802318,village,0,0,0,0
s6246654287,Longshep,,25.288144,93.157904,village,0,0,0,0
s6247258124,Thingje,,25.261207,93.377116,village,0,0,0,0
s6247491664,Lakhichara,,24.834585,93.131672,village,0,0,0,0
s6247491758,Diglāng,,24.8721,93.149986,hamlet,0,0,0,0
s6247909755,Kerhlām,,25.024659,93.18096,village,0,0,0,0
s6247910684,Hāngrum,,25.138651,93.302137,village,0,0,0,0
s6250025455,Lektheh,,25.973642,92.389467,hamlet,0,0,0,0
s6251245454,Digar Kharo,,25.351841,93.309943,hamlet,0,0,0,0
s6251245455,Bara Digar,,25.37188,93.305726,hamlet,0,0,0,0
s6888318382,Kamkuh Russa,,27.073284,95.270002,village,0,0,0,0
s7006897999,JUNAKI NAGAR,,26.521663,93.976525,suburb,0,0,0,0
s7006898000,JYOTI NAGAR,,26.526012,93.97881,suburb,0,0,0,0
s7007178002,PULIBOR,,26.528,93.973138,suburb,0,0,0,0
s7017989704,Tulsibari,,26.504521,91.597889,village,10000,1,0,0
s7037458926,PADUMANI,,26.528883,93.962486,suburb,0,0,0,0
s7037458927,BOGORIJENG — NARAKANWAR REGION,,26.536015,93.96034,suburb,0,0,0,0
s7079174910,Mornai,,26.104395,90.747575,village,0,0,0,0
s7159004379,Chapar,,26.271752,90.442285,town,0,0,0,0
s7159010046,Boitamari,,26.351998,90.510478,village,0,0,0,0
s7159026712,Bengtol,,26.639845,90.47915,village,0,0,0,0
s7159046934,Balijana,,26.080818,90.541377,village,0,0,0,0
s7159052459,Rangjuli,,25.968462,90.936713,village,0,0,0,0
s7159054303,Matia,,26.085694,90.802774,village,0,0,0,0
s7159255409,Kalgachia,,26.360131,90.870066,village,0,0,0,0
s7159255410,Srijangram,,26.381759,90.705807,village,0,0,0,0
s7159263817,Palasbari,,26.120649,91.452169,village,0,0,0,0
s7159263818,Mukalmua,,26.271982,91.34943,village,0,0,0,0
s7159270019,Goroimari,,26.10431,91.249931,village,0,0,0,0
s7159270020,Chamaria,,26.061718,91.161632,village,0,0,0,0
s7159270021,Nagarbera,,26.115947,91.001344,village,0,0,0,0
s7159287305,Baghmara,,26.615196,91.177382,village,0,0,0,0
s7159314357,Doomni,,26.717592,91.309969,village,0,0,0,0
s7159365221,Pipalibari,,26.391216,91.32956,village,0,0,0,0
s7159950254,Phuloni,,26.175775,93.137144,village,0,0,0,0
s7159959456,Morangi,,26.575325,93.822598,village,0,0,0,0
s7159969716,Laharighat,,26.419011,92.341694,village,0,0,0,0
s7159979489,Silonijan,,26.337115,93.875341,village,0,0,0,0
s7159998707,Khumtai,,26.60758,93.83882,village,0,0,0,0
s7160009137,Naobaicha,,27.16912,94.021232,village,0,0,0,0
s7160147293,Bilmukh,,27.301164,94.335737,village,0,0,0,0
s7160147294,Kadam,,27.317218,94.158583,village,0,0,0,0
s7160154171,Sadiya,,27.843478,95.673194,village,0,0,0,0
s7160154172,Sologuri,,27.079341,94.837718,village,0,0,0,0
s7301485443,Pathargaon,,26.567181,94.210922,village,0,0,0,0
s7577994492,Missa Cantonment,,26.472737,92.936438,suburb,0,0,0,0
s7781806786,Koupati,,26.578222,92.24164,village,0,0,0,0
s8236701359,Kasyābasti,,26.304289,93.155496,hamlet,0,0,0,0
s8399008415,Kumoi,,26.150045,92.253098,village,0,0,0,0
s8432198293,Jalalpur,,24.991878,92.458041,village,0,0,0,0
s8561471991,Uttar Nayābīl,,26.097674,92.944414,hamlet,0,0,0,0
s8561471999,Rowārpār,,26.111964,92.931982,hamlet,0,0,0,0
s8717754896,Gobindanagar,,25.489929,92.722822,village,0,0,0,0
s8717784813,4 Kilo,,25.4807,92.727684,village,0,0,0,0
s8717788304,New Tumbung,,25.49655,92.714463,village,0,0,0,0
s8925188026,Bilbari,,24.591134,92.29875,village,1020,1,0,0
s9091372770,Mounglang,,27.319605,95.718304,village,0,0,0,0
s9091372771,Nonglai,,27.341777,95.736699,village,0,0,0,0
s9091372773,Nonglai Nong Tikhak,,27.341491,95.739558,village,0,0,0,0
s9127379493,Kumarikata,,26.731152,91.555831,village,0,0,0,0
s9127805313,Nonaipara,,26.844137,91.873898,village,0,0,0,0
s9127828291,Silbori,,26.611724,92.291315,village,0,0,0,0
s9171945868,জয়্গুখ্ব গাঁও,,27.533857,95.395843,village,0,0,0,0
s9171945885,না-মাতাপুং গাঁও,,27.526065,95.43643,village,0,0,0,0
s9171959504,দেন্কা গাঁও,,27.535826,95.413835,village,0,0,0,0
s9171959505,টারজান গাঁও,,27.543894,95.403873,village,0,0,0,0
s9174932178,Ikarani 1,,27.343047,95.095307,village,0,0,0,0
s9212146099,No. 3 Karmi,,27.845768,95.54735,village,0,0,0,0
s9213360762,Changamari Habi,,27.426503,94.826707,village,0,0,0,0
s9234777448,Pundurimakhâ,,25.948571,92.232138,village,0,0,0,0
s9281140208,Phukonhabi Gaon,,26.678364,94.448971,village,0,0,0,0
s9427289489,Daflagarh,,26.915239,93.49406,village,0,0,0,0
s9450490090,Kakopathar,,27.632559,95.662546,town,0,0,0,0
s9566367368,Khagorimaijan,,27.509822,95.107602,village,0,0,0,0
s9566367370,Baratichuk,,27.519137,95.095282,hamlet,0,0,0,0
s9566367371,Chamoni Gaon,,27.505217,95.109512,hamlet,0,0,0,0
s9566367372,Barahi-Da-Pathar,,27.519581,95.122411,village,0,0,0,0
s9566367373,Niz-Rahmoria,,27.514268,95.132512,village,0,0,0,0
s9566367374,Dhupabor Maijan,,27.526248,95.143236,village,0,0,0,0
s9569576344,Hati Ghuli,,26.931386,94.511995,village,0,0,0,0
s9587442592,Mathuri Pathar,,27.639056,94.709873,village,0,0,0,0
s9589199698,Kendugurigaon,,27.582736,94.692825,village,0,0,0,0
s9589199699,Dhekiani Bam,,27.59382,94.674,hamlet,0,0,0,0
s9589199700,Kailashpur,,27.610101,94.68127,hamlet,0,0,0,0
s9589199701,Barati Gaon,,27.596885,94.691865,village,0,0,0,0
s9594277341,Malani,,27.656034,94.722579,hamlet,0,0,0,0
s9614163486,Bhebeli Gaon,,27.546732,94.656589,hamlet,0,0,0,0
s9621475214,No. 2 Tangani Majgaon,,27.516917,94.743256,village,0,0,0,0
s9621475215,No. 1 Tangani Majgaon,,27.527735,94.75327,village,0,0,0,0
s9627091748,No. 1 Chila Pathar,,27.595732,94.754938,hamlet,0,0,0,0
s9627094483,Silabaligaon,,27.597453,94.76574,village,0,0,0,0
s9627117726,Thekeraguri,,27.599926,94.756684,hamlet,0,0,0,0
s9627171489,Joriguri,,27.568894,94.767009,village,0,0,0,0
s9627171517,Mishingpur,,27.569647,94.747281,village,0,0,0,0
s9628955501,Archipathar,,27.658739,94.784202,village,0,0,0,0
s9646077729,Majorbari,,27.594601,94.848779,village,0,0,0,0
s9660184681,Yopakan,,27.273952,95.764377,village,0,0,0,0
s9709199012,Telgaram,,26.57181,93.767956,village,0,0,0,0
s9849518665,Rajkhowasuk,,27.065373,94.911403,village,20000,1,0,0
s9991472612,Kuhuboto,,25.916996,93.847261,village,0,0,0,0
s10221836219,Sibaraipur,,25.177591,93.003198,suburb,0,0,0,0
s10599423093,Borshahaki,,27.064584,94.912001,village,60000,1,0,0
s10692764768,Auniati,,26.936488,94.123815,village,0,0,0,0
s11038715217,"BHANJANG BASTI, HAFLONG",,25.158655,93.022067,village,0,0,0,0
s11062758505,Brelang,,25.19841,93.027506,hamlet,0,0,0,0
s11062758605,Jibro,,25.189059,93.03205,hamlet,0,0,0,0
s11090837906,Riao,,25.217794,93.044787,hamlet,0,0,0,0
s11090837907,Nānādisa,,25.180344,93.05647,hamlet,0,0,0,0
s11090838505,Wālodisa,,25.199582,93.069409,hamlet,0,0,0,0
s11090838605,Disagisim,,25.213263,93.044074,hamlet,0,0,0,0
s11127261397,Jungal Balahu,,26.211567,92.479024,village,0,0,0,0
s11127293365,Hariamukh,,26.221178,92.538442,village,0,0,0,0
s11132665783,Gozpuria Gaon,,26.796336,94.223909,village,0,0,0,0
s11132670519,Garmur,,26.744442,94.2555,village,0,0,0,0
s11132675927,Potiagaon,,26.805785,94.239358,village,0,0,0,0
s11160764043,Katahguri,,26.260147,92.54837,village,0,0,0,0
s11162873338,Bamunijan,,26.186105,92.484689,village,0,0,0,0
s11162885562,Gospara,,26.172647,92.4962,village,0,0,0,0
s11162914660,Basundhari,,26.17106,92.517233,village,0,0,0,0
s11162914661,Dalimbari,,26.148523,92.503709,village,0,0,0,0
s11428391449,Fakuagram,,24.660707,92.413806,village,0,0,0,0
s11597592478,Gambaribil,,26.502419,90.092514,village,0,0,0,0
s11637836227,Panijani Pt II,,26.371689,90.047314,village,0,0,0,0
s11917509984,Tipkai,,26.288841,90.033683,hamlet,0,0,0,0
s11917596006,Chechāpāni,,26.383258,90.228159,hamlet,0,0,0,0
s11927115203,kāla Māila,,26.692443,90.565217,hamlet,0,0,0,0
s11927115260,Āmteka,,26.737102,90.55364,hamlet,0,0,0,0
s11931701530,Tukrajār,,26.663853,90.451453,village,0,0,0,0
s11931701531,Bengtol,,26.638425,90.478785,village,0,0,0,0
s11931701532,Rānikhata,,26.633554,90.384006,village,0,0,0,0
s11931701533,Amguri,,26.622159,90.232269,hamlet,0,0,0,0
s11931701535,Malandubi,,26.716615,90.466683,village,0,0,0,0
s11931701536,Āmtika,,26.76136,90.527955,village,0,0,0,0
s11979012240,Kānhibāri,,26.380951,90.733037,hamlet,0,0,0,0
s11979012241,Kānhibāri,,26.384777,90.74368,hamlet,0,0,0,0
s11979012242,Kānhibāri,,26.380067,90.753593,hamlet,0,0,0,0
s11979012243,Kānhibāri,,26.375684,90.75943,hamlet,0,0,0,0
s11979012244,Kirtanpāra,,26.373185,90.766983,hamlet,0,0,0,0
s11999697372,Dhāligaon,,26.4958,90.522639,hamlet,0,0,0,0
s11999697373,Dhāligaon,,26.489914,90.538008,hamlet,0,0,0,0
s12036551525,Deoli,,26.067423,90.511765,hamlet,0,0,0,0
s12036551526,Deoli,,26.074285,90.513611,hamlet,0,0,0,0
s12036551527,Baikunthapur,,26.083594,90.520735,hamlet,0,0,0,0
s12051475376,Jalah,,26.641705,91.207466,hamlet,0,0,0,0
s12051475379,Khāgrābārigaon,,26.623138,91.461482,hamlet,0,0,0,0
s12051475380,Bagānpāra,,26.633247,91.45247,hamlet,0,0,0,0
s12051475398,Ghorāmāra,,26.589122,91.485879,hamlet,0,0,0,0
s12051475399,Kadamtola,,26.607158,91.482854,hamlet,0,0,0,0
s12051475400,Kadamtola,,26.6151,91.483326,hamlet,0,0,0,0
s12051475401,Simlābāri,,26.689682,91.463413,hamlet,0,0,0,0
s12051475402,Simlābāri,,26.685388,91.448865,hamlet,0,0,0,0
s12051475404,Simlābāri,,26.691331,91.451011,hamlet,0,0,0,0
s12081695763,Bor Dhania,,27.863284,95.867171,hamlet,0,0,0,0
s12081695764,Napātia,,27.864423,95.848503,hamlet,0,0,0,0
s12081695767,Mājhgaon,,27.883524,95.783765,hamlet,0,0,0,0
s12081695768,Napātia Āhmogaon,,27.86391,95.884767,hamlet,0,0,0,0
s12081734869,Napātia Limbugaon,,27.875387,95.888801,hamlet,0,0,0,0
s12081734870,Napātia Limbugaon,,27.888208,95.886376,hamlet,0,0,0,0
s12081734871,Napātia Limbugaon,,27.900725,95.883372,hamlet,0,0,0,0
s12081734872,Tokājān,,27.917828,95.835478,hamlet,0,0,0,0
s12081734873,Ambikāpur,,27.908917,95.876398,hamlet,0,0,0,0
s12081734874,Limbu Basti,,27.915458,95.855584,hamlet,0,0,0,0
s12081734875,Ambikāpur,,27.916387,95.887299,hamlet,0,0,0,0
s12081734876,Ambikāpur,,27.922929,95.87584,hamlet,0,0,0,0
s12081736811,Sunpura,,27.838298,95.864103,hamlet,0,0,0,0
s12081736812,Kukuramora,,27.856246,95.812111,hamlet,0,0,0,0
s12086052752,Pātidoi Gosala,,27.848307,95.695864,hamlet,0,0,0,0
s12086070242,Burāburi Deopānigaon,,27.928977,95.696862,hamlet,0,0,0,0
s12086070244,Jhiyāgaon,,27.873755,95.66798,hamlet,0,0,0,0
s12086070245,Borgora,,27.90831,95.702634,hamlet,0,0,0,0
s12086070247,Bājalgaon,,27.847481,95.674417,hamlet,0,0,0,0
s12086070248,Kundligaon,,27.834845,95.668859,hamlet,0,0,0,0
s12086070249,Ghurmura Muluk Chapāri,,27.837065,95.662787,hamlet,0,0,0,0
s12086123174,Bargolaāi,,27.274895,95.707076,hamlet,0,0,0,0
s12086123175,Bānsbān,,27.268725,95.699185,hamlet,0,0,0,0
s12086123176,Nāmdāng,,27.263595,95.701915,hamlet,0,0,0,0
s12086256648,Bishunpur,,27.554167,95.690596,hamlet,0,0,0,0
s12089656704,Saikhoaghat,,27.768412,95.597073,hamlet,0,0,0,0
s12090132459,Sankalāgaon,,26.619109,93.810539,hamlet,0,0,0,0
s12091863499,Birina Sāyak,,26.550182,94.140129,village,0,0,0,0
s12096003944,Hemelāigaon,,26.74653,94.462552,hamlet,0,0,0,0
s12101473810,Rājgarhgaon,,27.02072,94.869422,hamlet,0,0,0,0
s12101473859,Pithāguti Grant,,27.161598,95.030617,hamlet,0,0,0,0
s12102166434,Nām Hulung,,27.574976,95.775847,hamlet,0,0,0,0
s12102166440,Tongāna,,27.601754,95.754218,hamlet,0,0,0,0
s12102166442,Bātoni,,27.607896,95.75911,village,0,0,0,0
s12102225945,Nāmghar,,27.435927,95.701325,hamlet,0,0,0,0
s12102225946,Dhekiājān Bangaon,,27.435146,95.686412,hamlet,0,0,0,0
s12102225947,Pānbāri (No 2),,27.422138,95.641072,hamlet,0,0,0,0
s12102225948,Bābāpung,,27.401471,95.649869,suburb,0,0,0,0
s12102225949,Maliābāri,,27.402061,95.637724,suburb,0,0,0,0
s12102225950,Bhimpāthar Bangaon,,27.41351,95.667658,hamlet,0,0,0,0
s12102225951,Kherjān Bangaon,,27.425319,95.682099,hamlet,0,0,0,0
s12104727953,Raāngājāngaon,,26.484498,93.902507,hamlet,0,0,0,0
s12106506183,Kāsomārigaon,,27.102934,94.931746,hamlet,0,0,0,0
s12106853765,Barāhigaon,,27.054272,94.984875,hamlet,0,0,0,0
s12106962912,Khāmdu,,27.348622,95.970254,hamlet,0,0,0,0
s12118106199,Tippomia,,26.512516,94.170041,hamlet,0,0,0,0
s12118106200,Rājābāri,,26.49243,94.164591,hamlet,0,0,0,0
s12118115895,Phechuāl,,26.443025,94.036703,hamlet,0,0,0,0
s12118115896,Baruāgaon,,26.445235,94.032347,hamlet,0,0,0,0
s12118121101,Gohāingaon,,26.477795,94.159055,hamlet,0,0,0,0
s12118201333,Rahan Pathār No.1,,27.123829,95.123448,hamlet,0,0,0,0
s12118201337,Longpatiya,,27.0798,95.093021,hamlet,0,0,0,0
s12118201338,Banhabārigaon,,27.08684,95.061801,hamlet,0,0,0,0
s12118201339,Hāthīmuriyā īgaom,,27.082226,95.05281,hamlet,0,0,0,0
s12118201349,Bhojogaon,,27.075998,95.04869,hamlet,0,0,0,0
s12122742222,Nārempathār,,27.182329,95.312018,hamlet,0,0,0,0
s12122742224,Ghilāguri,,27.183074,95.255799,hamlet,0,0,0,0
s12122765792,Santipu,,27.195031,95.277649,hamlet,0,0,0,0
s12128194971,Kherbartāni,,27.192923,95.223613,hamlet,0,0,0,0
s12128194972,Godhāchalong,,27.198858,95.240564,hamlet,0,0,0,0
s12128194973,Shil Grant,,27.193743,95.239384,hamlet,0,0,0,0
s12128194974,Bartāni,,27.197427,95.234191,hamlet,0,0,0,0
s12128194975,Mamorāli,,27.193705,95.260842,hamlet,0,0,0,0
s12128194976,Mamorāli,,27.195537,95.252667,hamlet,0,0,0,0
s12128194979,Barhela,,27.19839,95.270144,hamlet,0,0,0,0
s12128194980,Bortony No 2,,27.200528,95.255081,hamlet,0,0,0,0
s12128194981,Kābola,,27.183083,95.225565,hamlet,0,0,0,0
s12128194982,Chrni,,27.178369,95.206211,hamlet,0,0,0,0
s12128194983,Shimulguri,,27.176068,95.19472,hamlet,0,0,0,0
s12128194984,Māhamara Alikinār,,27.171315,95.197799,hamlet,0,0,0,0
s12128194985,Got Pathār,,27.165282,95.195589,hamlet,0,0,0,0
s12128194986,Kalyānpur,,27.164843,95.182993,hamlet,0,0,0,0
s12128194987,Chapātali,,27.151708,95.176277,hamlet,0,0,0,0
s12128194988,Chapātali,,27.153369,95.171556,hamlet,0,0,0,0
s12128302305,Chengeli Chetia,,26.643546,94.109649,hamlet,0,0,0,0
s12128302306,Jakāi Chuk,,26.628307,94.113736,hamlet,0,0,0,0
s12128302312,Āthābārigaon,,26.571506,94.056444,hamlet,0,0,0,0
s12135700062,Bangaon,,26.582272,93.986299,hamlet,0,0,0,0
s12135700066,Maliāgaon,,26.60334,93.989711,hamlet,0,0,0,0
s12135700067,Kāthkatiāgaon,,26.606601,93.977909,hamlet,0,0,0,0
s12135700068,Kāthkatiāgaon,,26.61439,93.977008,hamlet,0,0,0,0
